"StartDate","Count","Class"
"01-01","3","L"
"01-06","2","L"
"01-11","1","L"
"01-16","2","L"
"01-21","1","L"
"01-26","1","L"
"01-31","2","L"
"02-05","3","L"
"02-10","2","L"
"02-15","3","L"
"02-20","5","M"
"02-25","5","M"
"03-02","5","M"
"03-07","5","M"
"03-12","4","M"
"03-17","2","L"
"03-22","2","L"
"03-27","2","L"
"04-01","1","L"
"04-06","2","L"
"04-11","2","L"
"04-16","2","L"
"04-21","1","L"
"04-26","0","L"
"05-01","2","L"
"05-06","1","L"
"05-11","1","L"
"05-16","0","L"
"05-21","1","L"
"05-26","2","L"
"05-31","1","L"
"06-05","1","L"
"06-10","1","L"
"06-15","0","L"
"06-20","1","L"
"06-25","1","L"
"06-30","1","L"
"07-05","1","L"
"07-10","1","L"
"07-15","2","L"
"07-20","1","L"
"07-25","2","L"
"07-30","1","L"
"08-04","1","L"
"08-09","2","L"
"08-14","2","L"
"08-19","3","L"
"08-24","3","L"
"08-29","3","L"
"09-03","2","L"
"09-08","2","L"
"09-13","1","L"
"09-18","2","L"
"09-23","0","L"
"09-28","0","L"
"10-03","0","L"
"10-08","2","L"
"10-13","1","L"
"10-18","3","L"
"10-23","4","M"
"10-28","6","M"
"11-02","4","M"
"11-07","1","L"
"11-12","2","L"
"11-17","2","L"
"11-22","2","L"
"11-27","2","L"
"12-02","3","L"
