"StartDate","Count","Class"
"01-01","1","L"
"01-06","1","L"
"01-11","2","L"
"01-16","1","L"
"01-21","2","L"
"01-26","3","L"
"01-31","3","L"
"02-05","1","L"
"02-10","2","L"
"02-15","3","L"
"02-20","3","L"
"02-25","4","M"
"03-02","5","M"
"03-07","4","M"
"03-12","5","M"
"03-17","4","M"
"03-22","4","M"
"03-27","4","M"
"04-01","5","M"
"04-06","7","H"
"04-11","7","H"
"04-16","5","M"
"04-21","5","M"
"04-26","3","L"
"05-01","3","L"
"05-06","2","L"
"05-11","1","L"
"05-16","2","L"
"05-21","4","M"
"05-26","2","L"
"05-31","1","L"
"06-05","2","L"
"06-10","3","L"
"06-15","2","L"
"06-20","2","L"
"06-25","4","M"
"06-30","4","M"
"07-05","4","M"
"07-10","3","L"
"07-15","3","L"
"07-20","4","M"
"07-25","3","L"
"07-30","4","M"
"08-04","3","L"
"08-09","3","L"
"08-14","4","M"
"08-19","4","M"
"08-24","5","M"
"08-29","4","M"
"09-03","4","M"
"09-08","5","M"
"09-13","6","M"
"09-18","5","M"
"09-23","3","L"
"09-28","4","M"
"10-03","5","M"
"10-08","4","M"
"10-13","4","M"
"10-18","5","M"
"10-23","4","M"
"10-28","2","L"
"11-02","2","L"
"11-07","3","L"
"11-12","1","L"
"11-17","2","L"
"11-22","2","L"
"11-27","2","L"
"12-02","3","L"
