"StartDate","Count","Class"
"01-01","1","L"
"01-06","0","L"
"01-11","0","L"
"01-16","1","L"
"01-21","2","L"
"01-26","2","L"
"01-31","1","L"
"02-05","0","L"
"02-10","0","L"
"02-15","2","L"
"02-20","3","L"
"02-25","4","M"
"03-02","5","M"
"03-07","7","H"
"03-12","6","M"
"03-17","4","M"
"03-22","3","L"
"03-27","2","L"
"04-01","2","L"
"04-06","2","L"
"04-11","2","L"
"04-16","2","L"
"04-21","3","L"
"04-26","3","L"
"05-01","4","M"
"05-06","6","M"
"05-11","5","M"
"05-16","6","M"
"05-21","4","M"
"05-26","6","M"
"05-31","3","L"
"06-05","3","L"
"06-10","5","M"
"06-15","6","M"
"06-20","6","M"
"06-25","4","M"
"06-30","4","M"
"07-05","2","L"
"07-10","2","L"
"07-15","4","M"
"07-20","5","M"
"07-25","5","M"
"07-30","3","L"
"08-04","3","L"
"08-09","1","L"
"08-14","2","L"
"08-19","2","L"
"08-24","3","L"
"08-29","4","M"
"09-03","4","M"
"09-08","3","L"
"09-13","4","M"
"09-18","3","L"
"09-23","3","L"
"09-28","3","L"
"10-03","3","L"
"10-08","2","L"
"10-13","2","L"
"10-18","3","L"
"10-23","2","L"
"10-28","0","L"
"11-02","0","L"
"11-07","2","L"
"11-12","2","L"
"11-17","2","L"
"11-22","0","L"
"11-27","1","L"
"12-02","0","L"
