"StartDate","Count","Class"
"01-01","5","M"
"01-06","5","M"
"01-11","3","L"
"01-16","4","M"
"01-21","3","L"
"01-26","5","M"
"01-31","4","M"
"02-05","5","M"
"02-10","5","M"
"02-15","3","L"
"02-20","3","L"
"02-25","5","M"
"03-02","5","M"
"03-07","5","M"
"03-12","4","M"
"03-17","4","M"
"03-22","4","M"
"03-27","3","L"
"04-01","3","L"
"04-06","3","L"
"04-11","1","L"
"04-16","0","L"
"04-21","2","L"
"04-26","1","L"
"05-01","1","L"
"05-06","1","L"
"05-11","2","L"
"05-16","1","L"
"05-21","1","L"
"05-26","0","L"
"05-31","2","L"
"06-05","0","L"
"06-10","0","L"
"06-15","0","L"
"06-20","0","L"
"06-25","0","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","1","L"
"07-20","1","L"
"07-25","0","L"
"07-30","0","L"
"08-04","1","L"
"08-09","1","L"
"08-14","2","L"
"08-19","1","L"
"08-24","0","L"
"08-29","0","L"
"09-03","1","L"
"09-08","1","L"
"09-13","1","L"
"09-18","1","L"
"09-23","1","L"
"09-28","2","L"
"10-03","3","L"
"10-08","3","L"
"10-13","1","L"
"10-18","2","L"
"10-23","3","L"
"10-28","4","M"
"11-02","1","L"
"11-07","2","L"
"11-12","3","L"
"11-17","4","M"
"11-22","2","L"
"11-27","3","L"
"12-02","4","M"
