"StartDate","Count","Class"
"01-01","1","L"
"01-06","1","L"
"01-11","2","L"
"01-16","2","L"
"01-21","1","L"
"01-26","1","L"
"01-31","1","L"
"02-05","1","L"
"02-10","2","L"
"02-15","3","L"
"02-20","1","L"
"02-25","1","L"
"03-02","1","L"
"03-07","1","L"
"03-12","1","L"
"03-17","1","L"
"03-22","1","L"
"03-27","1","L"
"04-01","3","L"
"04-06","3","L"
"04-11","7","H"
"04-16","5","M"
"04-21","5","M"
"04-26","5","M"
"05-01","5","M"
"05-06","4","M"
"05-11","5","M"
"05-16","4","M"
"05-21","6","M"
"05-26","6","M"
"05-31","3","L"
"06-05","2","L"
"06-10","2","L"
"06-15","1","L"
"06-20","3","L"
"06-25","4","M"
"06-30","3","L"
"07-05","3","L"
"07-10","3","L"
"07-15","3","L"
"07-20","3","L"
"07-25","4","M"
"07-30","4","M"
"08-04","4","M"
"08-09","3","L"
"08-14","2","L"
"08-19","3","L"
"08-24","5","M"
"08-29","7","H"
"09-03","6","M"
"09-08","6","M"
"09-13","6","M"
"09-18","4","M"
"09-23","5","M"
"09-28","4","M"
"10-03","3","L"
"10-08","3","L"
"10-13","4","M"
"10-18","3","L"
"10-23","1","L"
"10-28","3","L"
"11-02","3","L"
"11-07","1","L"
"11-12","0","L"
"11-17","1","L"
"11-22","1","L"
"11-27","2","L"
"12-02","1","L"
