"StartDate","Count","Class"
"01-01","4","M"
"01-06","4","M"
"01-11","5","M"
"01-16","5","M"
"01-21","4","M"
"01-26","6","M"
"01-31","2","L"
"02-05","3","L"
"02-10","4","M"
"02-15","5","M"
"02-20","4","M"
"02-25","6","M"
"03-02","5","M"
"03-07","5","M"
"03-12","3","L"
"03-17","5","M"
"03-22","4","M"
"03-27","4","M"
"04-01","5","M"
"04-06","4","M"
"04-11","5","M"
"04-16","5","M"
"04-21","2","L"
"04-26","2","L"
"05-01","2","L"
"05-06","3","L"
"05-11","4","M"
"05-16","1","L"
"05-21","1","L"
"05-26","2","L"
"05-31","1","L"
"06-05","2","L"
"06-10","2","L"
"06-15","3","L"
"06-20","3","L"
"06-25","2","L"
"06-30","1","L"
"07-05","3","L"
"07-10","4","M"
"07-15","1","L"
"07-20","2","L"
"07-25","4","M"
"07-30","3","L"
"08-04","1","L"
"08-09","1","L"
"08-14","1","L"
"08-19","1","L"
"08-24","1","L"
"08-29","1","L"
"09-03","1","L"
"09-08","1","L"
"09-13","2","L"
"09-18","1","L"
"09-23","2","L"
"09-28","1","L"
"10-03","2","L"
"10-08","2","L"
"10-13","3","L"
"10-18","3","L"
"10-23","5","M"
"10-28","6","M"
"11-02","7","H"
"11-07","5","M"
"11-12","5","M"
"11-17","4","M"
"11-22","4","M"
"11-27","6","M"
"12-02","6","M"
