"StartDate","Count","Class"
"01-01","3","L"
"01-06","4","M"
"01-11","4","M"
"01-16","3","L"
"01-21","2","L"
"01-26","1","L"
"01-31","2","L"
"02-05","2","L"
"02-10","3","L"
"02-15","4","M"
"02-20","5","M"
"02-25","3","L"
"03-02","3","L"
"03-07","2","L"
"03-12","1","L"
"03-17","0","L"
"03-22","0","L"
"03-27","0","L"
"04-01","0","L"
"04-06","0","L"
"04-11","0","L"
"04-16","1","L"
"04-21","2","L"
"04-26","1","L"
"05-01","1","L"
"05-06","2","L"
"05-11","2","L"
"05-16","3","L"
"05-21","2","L"
"05-26","2","L"
"05-31","4","M"
"06-05","5","M"
"06-10","5","M"
"06-15","6","M"
"06-20","6","M"
"06-25","3","L"
"06-30","5","M"
"07-05","4","M"
"07-10","3","L"
"07-15","3","L"
"07-20","3","L"
"07-25","3","L"
"07-30","2","L"
"08-04","2","L"
"08-09","4","M"
"08-14","4","M"
"08-19","4","M"
"08-24","2","L"
"08-29","1","L"
"09-03","1","L"
"09-08","3","L"
"09-13","3","L"
"09-18","3","L"
"09-23","4","M"
"09-28","3","L"
"10-03","3","L"
"10-08","3","L"
"10-13","2","L"
"10-18","1","L"
"10-23","2","L"
"10-28","2","L"
"11-02","3","L"
"11-07","2","L"
"11-12","3","L"
"11-17","3","L"
"11-22","3","L"
"11-27","3","L"
"12-02","4","M"
