"StartDate","Count","Class"
"01-01","3","L"
"01-06","3","L"
"01-11","1","L"
"01-16","2","L"
"01-21","3","L"
"01-26","1","L"
"01-31","1","L"
"02-05","2","L"
"02-10","2","L"
"02-15","3","L"
"02-20","2","L"
"02-25","1","L"
"03-02","3","L"
"03-07","2","L"
"03-12","2","L"
"03-17","3","L"
"03-22","2","L"
"03-27","3","L"
"04-01","5","M"
"04-06","5","M"
"04-11","4","M"
"04-16","2","L"
"04-21","3","L"
"04-26","1","L"
"05-01","2","L"
"05-06","3","L"
"05-11","1","L"
"05-16","3","L"
"05-21","3","L"
"05-26","4","M"
"05-31","2","L"
"06-05","2","L"
"06-10","2","L"
"06-15","2","L"
"06-20","2","L"
"06-25","2","L"
"06-30","2","L"
"07-05","0","L"
"07-10","0","L"
"07-15","0","L"
"07-20","1","L"
"07-25","4","M"
"07-30","1","L"
"08-04","3","L"
"08-09","2","L"
"08-14","1","L"
"08-19","1","L"
"08-24","0","L"
"08-29","0","L"
"09-03","0","L"
"09-08","1","L"
"09-13","1","L"
"09-18","2","L"
"09-23","1","L"
"09-28","3","L"
"10-03","2","L"
"10-08","3","L"
"10-13","2","L"
"10-18","1","L"
"10-23","1","L"
"10-28","3","L"
"11-02","3","L"
"11-07","4","M"
"11-12","3","L"
"11-17","4","M"
"11-22","2","L"
"11-27","2","L"
"12-02","2","L"
