"StartDate","Count","Class"
"01-01","0","L"
"01-06","1","L"
"01-11","0","L"
"01-16","0","L"
"01-21","1","L"
"01-26","0","L"
"01-31","1","L"
"02-05","0","L"
"02-10","3","L"
"02-15","5","M"
"02-20","3","L"
"02-25","3","L"
"03-02","3","L"
"03-07","3","L"
"03-12","3","L"
"03-17","2","L"
"03-22","1","L"
"03-27","1","L"
"04-01","1","L"
"04-06","2","L"
"04-11","1","L"
"04-16","1","L"
"04-21","2","L"
"04-26","1","L"
"05-01","1","L"
"05-06","0","L"
"05-11","0","L"
"05-16","0","L"
"05-21","0","L"
"05-26","0","L"
"05-31","0","L"
"06-05","1","L"
"06-10","0","L"
"06-15","0","L"
"06-20","1","L"
"06-25","2","L"
"06-30","4","M"
"07-05","4","M"
"07-10","2","L"
"07-15","2","L"
"07-20","3","L"
"07-25","2","L"
"07-30","3","L"
"08-04","2","L"
"08-09","1","L"
"08-14","1","L"
"08-19","1","L"
"08-24","0","L"
"08-29","1","L"
"09-03","1","L"
"09-08","1","L"
"09-13","2","L"
"09-18","1","L"
"09-23","2","L"
"09-28","2","L"
"10-03","2","L"
"10-08","3","L"
"10-13","3","L"
"10-18","1","L"
"10-23","1","L"
"10-28","2","L"
"11-02","2","L"
"11-07","2","L"
"11-12","1","L"
"11-17","3","L"
"11-22","3","L"
"11-27","2","L"
"12-02","1","L"
