"StartDate","Count","Class"
"01-01","2","L"
"01-06","1","L"
"01-11","1","L"
"01-16","1","L"
"01-21","1","L"
"01-26","1","L"
"01-31","1","L"
"02-05","2","L"
"02-10","2","L"
"02-15","2","L"
"02-20","1","L"
"02-25","0","L"
"03-02","1","L"
"03-07","0","L"
"03-12","1","L"
"03-17","0","L"
"03-22","1","L"
"03-27","0","L"
"04-01","1","L"
"04-06","2","L"
"04-11","2","L"
"04-16","3","L"
"04-21","4","M"
"04-26","4","M"
"05-01","5","M"
"05-06","4","M"
"05-11","4","M"
"05-16","3","L"
"05-21","6","M"
"05-26","6","M"
"05-31","4","M"
"06-05","4","M"
"06-10","4","M"
"06-15","2","L"
"06-20","3","L"
"06-25","3","L"
"06-30","5","M"
"07-05","3","L"
"07-10","5","M"
"07-15","4","M"
"07-20","4","M"
"07-25","2","L"
"07-30","2","L"
"08-04","3","L"
"08-09","3","L"
"08-14","3","L"
"08-19","3","L"
"08-24","5","M"
"08-29","4","M"
"09-03","3","L"
"09-08","2","L"
"09-13","2","L"
"09-18","1","L"
"09-23","1","L"
"09-28","3","L"
"10-03","4","M"
"10-08","4","M"
"10-13","4","M"
"10-18","1","L"
"10-23","2","L"
"10-28","0","L"
"11-02","0","L"
"11-07","0","L"
"11-12","0","L"
"11-17","0","L"
"11-22","0","L"
"11-27","0","L"
"12-02","0","L"
