"StartDate","Count","Class"
"01-01","4","M"
"01-06","3","L"
"01-11","3","L"
"01-16","2","L"
"01-21","1","L"
"01-26","1","L"
"01-31","1","L"
"02-05","0","L"
"02-10","1","L"
"02-15","4","M"
"02-20","5","M"
"02-25","6","M"
"03-02","7","H"
"03-07","5","M"
"03-12","4","M"
"03-17","3","L"
"03-22","3","L"
"03-27","2","L"
"04-01","2","L"
"04-06","5","M"
"04-11","5","M"
"04-16","3","L"
"04-21","3","L"
"04-26","2","L"
"05-01","4","M"
"05-06","2","L"
"05-11","4","M"
"05-16","3","L"
"05-21","4","M"
"05-26","4","M"
"05-31","5","M"
"06-05","3","L"
"06-10","3","L"
"06-15","2","L"
"06-20","4","M"
"06-25","4","M"
"06-30","5","M"
"07-05","7","H"
"07-10","8","H"
"07-15","7","H"
"07-20","5","M"
"07-25","4","M"
"07-30","4","M"
"08-04","3","L"
"08-09","4","M"
"08-14","4","M"
"08-19","4","M"
"08-24","5","M"
"08-29","5","M"
"09-03","3","L"
"09-08","3","L"
"09-13","3","L"
"09-18","2","L"
"09-23","3","L"
"09-28","3","L"
"10-03","2","L"
"10-08","3","L"
"10-13","5","M"
"10-18","4","M"
"10-23","4","M"
"10-28","4","M"
"11-02","4","M"
"11-07","2","L"
"11-12","4","M"
"11-17","3","L"
"11-22","2","L"
"11-27","3","L"
"12-02","4","M"
