"StartDate","Count","Class"
"01-01","2","L"
"01-06","3","L"
"01-11","4","M"
"01-16","4","M"
"01-21","5","M"
"01-26","5","M"
"01-31","5","M"
"02-05","3","L"
"02-10","5","M"
"02-15","3","L"
"02-20","5","M"
"02-25","5","M"
"03-02","6","M"
"03-07","5","M"
"03-12","2","L"
"03-17","2","L"
"03-22","2","L"
"03-27","2","L"
"04-01","2","L"
"04-06","2","L"
"04-11","3","L"
"04-16","1","L"
"04-21","1","L"
"04-26","1","L"
"05-01","0","L"
"05-06","1","L"
"05-11","1","L"
"05-16","0","L"
"05-21","1","L"
"05-26","1","L"
"05-31","0","L"
"06-05","1","L"
"06-10","0","L"
"06-15","0","L"
"06-20","1","L"
"06-25","1","L"
"06-30","1","L"
"07-05","1","L"
"07-10","1","L"
"07-15","1","L"
"07-20","2","L"
"07-25","2","L"
"07-30","1","L"
"08-04","1","L"
"08-09","1","L"
"08-14","2","L"
"08-19","3","L"
"08-24","2","L"
"08-29","1","L"
"09-03","2","L"
"09-08","2","L"
"09-13","1","L"
"09-18","3","L"
"09-23","1","L"
"09-28","0","L"
"10-03","1","L"
"10-08","2","L"
"10-13","2","L"
"10-18","1","L"
"10-23","1","L"
"10-28","3","L"
"11-02","3","L"
"11-07","4","M"
"11-12","5","M"
"11-17","5","M"
"11-22","4","M"
"11-27","5","M"
"12-02","4","M"
