"StartDate","Count","Class"
"01-01","4","M"
"01-06","2","L"
"01-11","5","M"
"01-16","4","M"
"01-21","5","M"
"01-26","4","M"
"01-31","8","H"
"02-05","6","M"
"02-10","8","H"
"02-15","5","M"
"02-20","6","M"
"02-25","6","M"
"03-02","8","H"
"03-07","8","H"
"03-12","8","H"
"03-17","6","M"
"03-22","6","M"
"03-27","6","M"
"04-01","7","H"
"04-06","7","H"
"04-11","6","M"
"04-16","5","M"
"04-21","4","M"
"04-26","4","M"
"05-01","3","L"
"05-06","4","M"
"05-11","2","L"
"05-16","3","L"
"05-21","1","L"
"05-26","2","L"
"05-31","1","L"
"06-05","1","L"
"06-10","2","L"
"06-15","1","L"
"06-20","2","L"
"06-25","1","L"
"06-30","1","L"
"07-05","1","L"
"07-10","1","L"
"07-15","2","L"
"07-20","2","L"
"07-25","3","L"
"07-30","0","L"
"08-04","2","L"
"08-09","1","L"
"08-14","5","M"
"08-19","5","M"
"08-24","5","M"
"08-29","4","M"
"09-03","3","L"
"09-08","3","L"
"09-13","4","M"
"09-18","3","L"
"09-23","5","M"
"09-28","5","M"
"10-03","7","H"
"10-08","6","M"
"10-13","5","M"
"10-18","4","M"
"10-23","3","L"
"10-28","3","L"
"11-02","3","L"
"11-07","3","L"
"11-12","2","L"
"11-17","3","L"
"11-22","3","L"
"11-27","3","L"
"12-02","2","L"
