"StartDate","Count","Class"
"01-01","3","L"
"01-06","2","L"
"01-11","3","L"
"01-16","3","L"
"01-21","4","M"
"01-26","3","L"
"01-31","2","L"
"02-05","1","L"
"02-10","1","L"
"02-15","2","L"
"02-20","0","L"
"02-25","2","L"
"03-02","1","L"
"03-07","1","L"
"03-12","1","L"
"03-17","1","L"
"03-22","1","L"
"03-27","2","L"
"04-01","1","L"
"04-06","3","L"
"04-11","2","L"
"04-16","4","M"
"04-21","2","L"
"04-26","2","L"
"05-01","4","M"
"05-06","3","L"
"05-11","2","L"
"05-16","2","L"
"05-21","6","M"
"05-26","3","L"
"05-31","2","L"
"06-05","2","L"
"06-10","3","L"
"06-15","3","L"
"06-20","2","L"
"06-25","2","L"
"06-30","1","L"
"07-05","2","L"
"07-10","3","L"
"07-15","4","M"
"07-20","4","M"
"07-25","4","M"
"07-30","5","M"
"08-04","5","M"
"08-09","3","L"
"08-14","2","L"
"08-19","2","L"
"08-24","2","L"
"08-29","5","M"
"09-03","3","L"
"09-08","2","L"
"09-13","3","L"
"09-18","1","L"
"09-23","1","L"
"09-28","1","L"
"10-03","1","L"
"10-08","2","L"
"10-13","1","L"
"10-18","1","L"
"10-23","1","L"
"10-28","3","L"
"11-02","3","L"
"11-07","3","L"
"11-12","2","L"
"11-17","4","M"
"11-22","3","L"
"11-27","4","M"
"12-02","4","M"
