"StartDate","Count","Class"
"01-01","3","L"
"01-06","3","L"
"01-11","4","M"
"01-16","2","L"
"01-21","3","L"
"01-26","4","M"
"01-31","2","L"
"02-05","1","L"
"02-10","3","L"
"02-15","3","L"
"02-20","2","L"
"02-25","2","L"
"03-02","2","L"
"03-07","1","L"
"03-12","1","L"
"03-17","3","L"
"03-22","1","L"
"03-27","2","L"
"04-01","3","L"
"04-06","3","L"
"04-11","2","L"
"04-16","2","L"
"04-21","0","L"
"04-26","0","L"
"05-01","1","L"
"05-06","1","L"
"05-11","1","L"
"05-16","1","L"
"05-21","1","L"
"05-26","0","L"
"05-31","0","L"
"06-05","0","L"
"06-10","1","L"
"06-15","1","L"
"06-20","1","L"
"06-25","1","L"
"06-30","1","L"
"07-05","1","L"
"07-10","2","L"
"07-15","1","L"
"07-20","1","L"
"07-25","0","L"
"07-30","1","L"
"08-04","0","L"
"08-09","0","L"
"08-14","0","L"
"08-19","0","L"
"08-24","1","L"
"08-29","2","L"
"09-03","2","L"
"09-08","3","L"
"09-13","3","L"
"09-18","3","L"
"09-23","4","M"
"09-28","6","M"
"10-03","5","M"
"10-08","5","M"
"10-13","4","M"
"10-18","2","L"
"10-23","1","L"
"10-28","1","L"
"11-02","1","L"
"11-07","1","L"
"11-12","1","L"
"11-17","5","M"
"11-22","4","M"
"11-27","6","M"
"12-02","5","M"
