"StartDate","Count","Class"
"01-01","1","L"
"01-06","2","L"
"01-11","1","L"
"01-16","1","L"
"01-21","1","L"
"01-26","2","L"
"01-31","4","M"
"02-05","1","L"
"02-10","2","L"
"02-15","2","L"
"02-20","1","L"
"02-25","2","L"
"03-02","3","L"
"03-07","3","L"
"03-12","2","L"
"03-17","1","L"
"03-22","2","L"
"03-27","1","L"
"04-01","2","L"
"04-06","2","L"
"04-11","3","L"
"04-16","5","M"
"04-21","3","L"
"04-26","1","L"
"05-01","1","L"
"05-06","1","L"
"05-11","0","L"
"05-16","0","L"
"05-21","0","L"
"05-26","0","L"
"05-31","1","L"
"06-05","2","L"
"06-10","2","L"
"06-15","3","L"
"06-20","3","L"
"06-25","1","L"
"06-30","1","L"
"07-05","2","L"
"07-10","1","L"
"07-15","0","L"
"07-20","2","L"
"07-25","2","L"
"07-30","2","L"
"08-04","2","L"
"08-09","1","L"
"08-14","2","L"
"08-19","2","L"
"08-24","2","L"
"08-29","3","L"
"09-03","2","L"
"09-08","1","L"
"09-13","1","L"
"09-18","2","L"
"09-23","4","M"
"09-28","7","H"
"10-03","6","M"
"10-08","4","M"
"10-13","3","L"
"10-18","2","L"
"10-23","3","L"
"10-28","2","L"
"11-02","1","L"
"11-07","0","L"
"11-12","0","L"
"11-17","0","L"
"11-22","0","L"
"11-27","0","L"
"12-02","0","L"
