"StartDate","Count","Class"
"01-01","5","M"
"01-06","5","M"
"01-11","5","M"
"01-16","5","M"
"01-21","5","M"
"01-26","4","M"
"01-31","1","L"
"02-05","1","L"
"02-10","1","L"
"02-15","3","L"
"02-20","1","L"
"02-25","1","L"
"03-02","1","L"
"03-07","0","L"
"03-12","0","L"
"03-17","3","L"
"03-22","3","L"
"03-27","3","L"
"04-01","1","L"
"04-06","1","L"
"04-11","0","L"
"04-16","0","L"
"04-21","0","L"
"04-26","1","L"
"05-01","1","L"
"05-06","1","L"
"05-11","0","L"
"05-16","2","L"
"05-21","3","L"
"05-26","2","L"
"05-31","1","L"
"06-05","2","L"
"06-10","1","L"
"06-15","1","L"
"06-20","0","L"
"06-25","2","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","1","L"
"07-20","1","L"
"07-25","1","L"
"07-30","0","L"
"08-04","0","L"
"08-09","0","L"
"08-14","2","L"
"08-19","2","L"
"08-24","1","L"
"08-29","0","L"
"09-03","0","L"
"09-08","0","L"
"09-13","0","L"
"09-18","1","L"
"09-23","1","L"
"09-28","2","L"
"10-03","2","L"
"10-08","2","L"
"10-13","3","L"
"10-18","3","L"
"10-23","2","L"
"10-28","2","L"
"11-02","4","M"
"11-07","4","M"
"11-12","7","H"
"11-17","6","M"
"11-22","7","H"
"11-27","6","M"
"12-02","9","H"
