"StartDate","Count","Class"
"01-01","2","L"
"01-06","3","L"
"01-11","2","L"
"01-16","3","L"
"01-21","3","L"
"01-26","3","L"
"01-31","2","L"
"02-05","2","L"
"02-10","2","L"
"02-15","3","L"
"02-20","5","M"
"02-25","6","M"
"03-02","4","M"
"03-07","4","M"
"03-12","5","M"
"03-17","5","M"
"03-22","5","M"
"03-27","4","M"
"04-01","5","M"
"04-06","3","L"
"04-11","4","M"
"04-16","4","M"
"04-21","5","M"
"04-26","3","L"
"05-01","3","L"
"05-06","3","L"
"05-11","0","L"
"05-16","1","L"
"05-21","0","L"
"05-26","2","L"
"05-31","1","L"
"06-05","0","L"
"06-10","0","L"
"06-15","0","L"
"06-20","1","L"
"06-25","2","L"
"06-30","2","L"
"07-05","1","L"
"07-10","1","L"
"07-15","1","L"
"07-20","1","L"
"07-25","0","L"
"07-30","0","L"
"08-04","0","L"
"08-09","0","L"
"08-14","1","L"
"08-19","0","L"
"08-24","0","L"
"08-29","0","L"
"09-03","1","L"
"09-08","1","L"
"09-13","1","L"
"09-18","3","L"
"09-23","2","L"
"09-28","1","L"
"10-03","0","L"
"10-08","2","L"
"10-13","1","L"
"10-18","1","L"
"10-23","4","M"
"10-28","3","L"
"11-02","4","M"
"11-07","3","L"
"11-12","3","L"
"11-17","2","L"
"11-22","2","L"
"11-27","3","L"
"12-02","3","L"
