"StartDate","Count","Class"
"01-01","2","L"
"01-06","2","L"
"01-11","1","L"
"01-16","2","L"
"01-21","1","L"
"01-26","3","L"
"01-31","2","L"
"02-05","1","L"
"02-10","1","L"
"02-15","1","L"
"02-20","1","L"
"02-25","3","L"
"03-02","3","L"
"03-07","4","M"
"03-12","2","L"
"03-17","3","L"
"03-22","4","M"
"03-27","5","M"
"04-01","4","M"
"04-06","4","M"
"04-11","4","M"
"04-16","6","M"
"04-21","5","M"
"04-26","6","M"
"05-01","7","H"
"05-06","5","M"
"05-11","3","L"
"05-16","4","M"
"05-21","3","L"
"05-26","4","M"
"05-31","2","L"
"06-05","3","L"
"06-10","2","L"
"06-15","1","L"
"06-20","1","L"
"06-25","2","L"
"06-30","2","L"
"07-05","2","L"
"07-10","3","L"
"07-15","4","M"
"07-20","2","L"
"07-25","2","L"
"07-30","1","L"
"08-04","2","L"
"08-09","3","L"
"08-14","4","M"
"08-19","3","L"
"08-24","4","M"
"08-29","5","M"
"09-03","5","M"
"09-08","4","M"
"09-13","4","M"
"09-18","4","M"
"09-23","1","L"
"09-28","1","L"
"10-03","4","M"
"10-08","3","L"
"10-13","2","L"
"10-18","2","L"
"10-23","1","L"
"10-28","1","L"
"11-02","1","L"
"11-07","3","L"
"11-12","4","M"
"11-17","1","L"
"11-22","2","L"
"11-27","0","L"
"12-02","1","L"
