"StartDate","Count","Class"
"01-01","0","L"
"01-06","1","L"
"01-11","1","L"
"01-16","1","L"
"01-21","1","L"
"01-26","0","L"
"01-31","0","L"
"02-05","0","L"
"02-10","1","L"
"02-15","1","L"
"02-20","1","L"
"02-25","1","L"
"03-02","2","L"
"03-07","2","L"
"03-12","2","L"
"03-17","0","L"
"03-22","3","L"
"03-27","2","L"
"04-01","0","L"
"04-06","0","L"
"04-11","0","L"
"04-16","1","L"
"04-21","1","L"
"04-26","2","L"
"05-01","2","L"
"05-06","4","M"
"05-11","5","M"
"05-16","5","M"
"05-21","6","M"
"05-26","6","M"
"05-31","7","H"
"06-05","5","M"
"06-10","5","M"
"06-15","4","M"
"06-20","5","M"
"06-25","5","M"
"06-30","3","L"
"07-05","3","L"
"07-10","3","L"
"07-15","5","M"
"07-20","4","M"
"07-25","3","L"
"07-30","3","L"
"08-04","4","M"
"08-09","3","L"
"08-14","1","L"
"08-19","1","L"
"08-24","1","L"
"08-29","0","L"
"09-03","0","L"
"09-08","0","L"
"09-13","0","L"
"09-18","0","L"
"09-23","0","L"
"09-28","1","L"
"10-03","0","L"
"10-08","1","L"
"10-13","0","L"
"10-18","1","L"
"10-23","1","L"
"10-28","3","L"
"11-02","1","L"
"11-07","1","L"
"11-12","1","L"
"11-17","0","L"
"11-22","0","L"
"11-27","1","L"
"12-02","1","L"
