"StartDate","Count","Class"
"01-01","4","M"
"01-06","6","M"
"01-11","7","H"
"01-16","7","H"
"01-21","10","H"
"01-26","10","H"
"01-31","10","H"
"02-05","10","H"
"02-10","10","H"
"02-15","10","H"
"02-20","10","H"
"02-25","10","H"
"03-02","8","H"
"03-07","9","H"
"03-12","9","H"
"03-17","9","H"
"03-22","9","H"
"03-27","7","H"
"04-01","7","H"
"04-06","7","H"
"04-11","7","H"
"04-16","6","M"
"04-21","5","M"
"04-26","7","H"
"05-01","7","H"
"05-06","4","M"
"05-11","5","M"
"05-16","4","M"
"05-21","6","M"
"05-26","4","M"
"05-31","2","L"
"06-05","3","L"
"06-10","2","L"
"06-15","4","M"
"06-20","4","M"
"06-25","3","L"
"06-30","4","M"
"07-05","5","M"
"07-10","7","H"
"07-15","6","M"
"07-20","3","L"
"07-25","5","M"
"07-30","5","M"
"08-04","4","M"
"08-09","4","M"
"08-14","7","H"
"08-19","8","H"
"08-24","7","H"
"08-29","7","H"
"09-03","8","H"
"09-08","8","H"
"09-13","8","H"
"09-18","9","H"
"09-23","10","H"
"09-28","10","H"
"10-03","10","H"
"10-08","10","H"
"10-13","9","H"
"10-18","8","H"
"10-23","8","H"
"10-28","8","H"
"11-02","8","H"
"11-07","9","H"
"11-12","8","H"
"11-17","8","H"
"11-22","7","H"
"11-27","6","M"
"12-02","5","M"
