"StartDate","Count","Class"
"01-01","2","L"
"01-06","2","L"
"01-11","2","L"
"01-16","2","L"
"01-21","1","L"
"01-26","2","L"
"01-31","1","L"
"02-05","1","L"
"02-10","0","L"
"02-15","0","L"
"02-20","0","L"
"02-25","0","L"
"03-02","1","L"
"03-07","1","L"
"03-12","2","L"
"03-17","2","L"
"03-22","2","L"
"03-27","2","L"
"04-01","3","L"
"04-06","2","L"
"04-11","0","L"
"04-16","4","M"
"04-21","3","L"
"04-26","3","L"
"05-01","4","M"
"05-06","6","M"
"05-11","8","H"
"05-16","8","H"
"05-21","7","H"
"05-26","6","M"
"05-31","7","H"
"06-05","3","L"
"06-10","3","L"
"06-15","2","L"
"06-20","2","L"
"06-25","2","L"
"06-30","2","L"
"07-05","1","L"
"07-10","1","L"
"07-15","0","L"
"07-20","0","L"
"07-25","1","L"
"07-30","0","L"
"08-04","0","L"
"08-09","2","L"
"08-14","2","L"
"08-19","4","M"
"08-24","3","L"
"08-29","4","M"
"09-03","4","M"
"09-08","5","M"
"09-13","4","M"
"09-18","4","M"
"09-23","2","L"
"09-28","4","M"
"10-03","4","M"
"10-08","2","L"
"10-13","3","L"
"10-18","2","L"
"10-23","2","L"
"10-28","1","L"
"11-02","1","L"
"11-07","1","L"
"11-12","1","L"
"11-17","0","L"
"11-22","0","L"
"11-27","0","L"
"12-02","0","L"
