"StartDate","Count","Class"
"01-01","1","L"
"01-06","1","L"
"01-11","1","L"
"01-16","1","L"
"01-21","0","L"
"01-26","0","L"
"01-31","2","L"
"02-05","1","L"
"02-10","0","L"
"02-15","3","L"
"02-20","3","L"
"02-25","3","L"
"03-02","4","M"
"03-07","4","M"
"03-12","5","M"
"03-17","5","M"
"03-22","3","L"
"03-27","3","L"
"04-01","3","L"
"04-06","4","M"
"04-11","4","M"
"04-16","4","M"
"04-21","4","M"
"04-26","6","M"
"05-01","3","L"
"05-06","3","L"
"05-11","4","M"
"05-16","4","M"
"05-21","2","L"
"05-26","2","L"
"05-31","2","L"
"06-05","2","L"
"06-10","1","L"
"06-15","0","L"
"06-20","0","L"
"06-25","0","L"
"06-30","2","L"
"07-05","2","L"
"07-10","4","M"
"07-15","1","L"
"07-20","2","L"
"07-25","3","L"
"07-30","0","L"
"08-04","2","L"
"08-09","3","L"
"08-14","4","M"
"08-19","4","M"
"08-24","3","L"
"08-29","6","M"
"09-03","2","L"
"09-08","5","M"
"09-13","6","M"
"09-18","6","M"
"09-23","4","M"
"09-28","5","M"
"10-03","3","L"
"10-08","3","L"
"10-13","1","L"
"10-18","2","L"
"10-23","2","L"
"10-28","3","L"
"11-02","4","M"
"11-07","5","M"
"11-12","5","M"
"11-17","3","L"
"11-22","4","M"
"11-27","4","M"
"12-02","2","L"
