"StartDate","Count","Class"
"01-01","3","L"
"01-06","7","H"
"01-11","5","M"
"01-16","7","H"
"01-21","7","H"
"01-26","8","H"
"01-31","7","H"
"02-05","7","H"
"02-10","7","H"
"02-15","6","M"
"02-20","6","M"
"02-25","7","H"
"03-02","9","H"
"03-07","8","H"
"03-12","7","H"
"03-17","6","M"
"03-22","5","M"
"03-27","3","L"
"04-01","5","M"
"04-06","7","H"
"04-11","6","M"
"04-16","5","M"
"04-21","4","M"
"04-26","2","L"
"05-01","4","M"
"05-06","3","L"
"05-11","3","L"
"05-16","4","M"
"05-21","6","M"
"05-26","3","L"
"05-31","3","L"
"06-05","0","L"
"06-10","0","L"
"06-15","1","L"
"06-20","2","L"
"06-25","1","L"
"06-30","2","L"
"07-05","1","L"
"07-10","1","L"
"07-15","4","M"
"07-20","3","L"
"07-25","3","L"
"07-30","2","L"
"08-04","2","L"
"08-09","2","L"
"08-14","3","L"
"08-19","2","L"
"08-24","3","L"
"08-29","4","M"
"09-03","4","M"
"09-08","4","M"
"09-13","5","M"
"09-18","7","H"
"09-23","9","H"
"09-28","7","H"
"10-03","9","H"
"10-08","9","H"
"10-13","9","H"
"10-18","6","M"
"10-23","6","M"
"10-28","4","M"
"11-02","5","M"
"11-07","4","M"
"11-12","4","M"
"11-17","4","M"
"11-22","6","M"
"11-27","5","M"
"12-02","5","M"
