"StartDate","Count","Class"
"01-01","1","L"
"01-06","0","L"
"01-11","1","L"
"01-16","4","M"
"01-21","4","M"
"01-26","4","M"
"01-31","3","L"
"02-05","4","M"
"02-10","4","M"
"02-15","4","M"
"02-20","6","M"
"02-25","5","M"
"03-02","4","M"
"03-07","3","L"
"03-12","3","L"
"03-17","3","L"
"03-22","1","L"
"03-27","2","L"
"04-01","3","L"
"04-06","3","L"
"04-11","3","L"
"04-16","2","L"
"04-21","1","L"
"04-26","1","L"
"05-01","0","L"
"05-06","1","L"
"05-11","1","L"
"05-16","0","L"
"05-21","0","L"
"05-26","0","L"
"05-31","1","L"
"06-05","0","L"
"06-10","1","L"
"06-15","2","L"
"06-20","3","L"
"06-25","3","L"
"06-30","0","L"
"07-05","0","L"
"07-10","1","L"
"07-15","0","L"
"07-20","0","L"
"07-25","1","L"
"07-30","1","L"
"08-04","1","L"
"08-09","1","L"
"08-14","0","L"
"08-19","0","L"
"08-24","1","L"
"08-29","0","L"
"09-03","1","L"
"09-08","1","L"
"09-13","1","L"
"09-18","0","L"
"09-23","1","L"
"09-28","2","L"
"10-03","2","L"
"10-08","2","L"
"10-13","4","M"
"10-18","1","L"
"10-23","2","L"
"10-28","2","L"
"11-02","5","M"
"11-07","3","L"
"11-12","5","M"
"11-17","4","M"
"11-22","5","M"
"11-27","4","M"
"12-02","5","M"
