"StartDate","Count","Class"
"01-01","1","L"
"01-06","1","L"
"01-11","1","L"
"01-16","2","L"
"01-21","1","L"
"01-26","2","L"
"01-31","4","M"
"02-05","5","M"
"02-10","7","H"
"02-15","6","M"
"02-20","6","M"
"02-25","6","M"
"03-02","6","M"
"03-07","3","L"
"03-12","2","L"
"03-17","4","M"
"03-22","4","M"
"03-27","4","M"
"04-01","3","L"
"04-06","3","L"
"04-11","3","L"
"04-16","2","L"
"04-21","1","L"
"04-26","3","L"
"05-01","2","L"
"05-06","2","L"
"05-11","3","L"
"05-16","3","L"
"05-21","4","M"
"05-26","2","L"
"05-31","3","L"
"06-05","2","L"
"06-10","2","L"
"06-15","2","L"
"06-20","0","L"
"06-25","0","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","1","L"
"07-20","0","L"
"07-25","0","L"
"07-30","2","L"
"08-04","1","L"
"08-09","1","L"
"08-14","3","L"
"08-19","0","L"
"08-24","2","L"
"08-29","4","M"
"09-03","4","M"
"09-08","3","L"
"09-13","2","L"
"09-18","1","L"
"09-23","2","L"
"09-28","3","L"
"10-03","3","L"
"10-08","1","L"
"10-13","2","L"
"10-18","1","L"
"10-23","2","L"
"10-28","3","L"
"11-02","2","L"
"11-07","4","M"
"11-12","2","L"
"11-17","3","L"
"11-22","3","L"
"11-27","4","M"
"12-02","3","L"
