"StartDate","Count","Class"
"01-01","2","L"
"01-06","2","L"
"01-11","1","L"
"01-16","3","L"
"01-21","1","L"
"01-26","1","L"
"01-31","3","L"
"02-05","0","L"
"02-10","1","L"
"02-15","1","L"
"02-20","1","L"
"02-25","3","L"
"03-02","5","M"
"03-07","5","M"
"03-12","2","L"
"03-17","4","M"
"03-22","3","L"
"03-27","5","M"
"04-01","4","M"
"04-06","6","M"
"04-11","8","H"
"04-16","7","H"
"04-21","6","M"
"04-26","5","M"
"05-01","3","L"
"05-06","1","L"
"05-11","3","L"
"05-16","3","L"
"05-21","5","M"
"05-26","1","L"
"05-31","2","L"
"06-05","2","L"
"06-10","2","L"
"06-15","2","L"
"06-20","2","L"
"06-25","2","L"
"06-30","2","L"
"07-05","5","M"
"07-10","6","M"
"07-15","3","L"
"07-20","3","L"
"07-25","5","M"
"07-30","4","M"
"08-04","5","M"
"08-09","4","M"
"08-14","5","M"
"08-19","5","M"
"08-24","5","M"
"08-29","5","M"
"09-03","3","L"
"09-08","2","L"
"09-13","2","L"
"09-18","2","L"
"09-23","3","L"
"09-28","3","L"
"10-03","2","L"
"10-08","4","M"
"10-13","3","L"
"10-18","0","L"
"10-23","1","L"
"10-28","0","L"
"11-02","0","L"
"11-07","0","L"
"11-12","0","L"
"11-17","1","L"
"11-22","0","L"
"11-27","0","L"
"12-02","2","L"
