"StartDate","Count","Class"
"01-01","2","L"
"01-06","1","L"
"01-11","2","L"
"01-16","1","L"
"01-21","5","M"
"01-26","5","M"
"01-31","6","M"
"02-05","8","H"
"02-10","8","H"
"02-15","8","H"
"02-20","8","H"
"02-25","8","H"
"03-02","5","M"
"03-07","6","M"
"03-12","7","H"
"03-17","7","H"
"03-22","7","H"
"03-27","3","L"
"04-01","4","M"
"04-06","2","L"
"04-11","2","L"
"04-16","4","M"
"04-21","3","L"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","2","L"
"05-16","1","L"
"05-21","1","L"
"05-26","0","L"
"05-31","1","L"
"06-05","0","L"
"06-10","1","L"
"06-15","0","L"
"06-20","2","L"
"06-25","1","L"
"06-30","1","L"
"07-05","2","L"
"07-10","2","L"
"07-15","3","L"
"07-20","2","L"
"07-25","3","L"
"07-30","2","L"
"08-04","1","L"
"08-09","0","L"
"08-14","1","L"
"08-19","2","L"
"08-24","2","L"
"08-29","1","L"
"09-03","1","L"
"09-08","0","L"
"09-13","2","L"
"09-18","3","L"
"09-23","5","M"
"09-28","5","M"
"10-03","3","L"
"10-08","5","M"
"10-13","5","M"
"10-18","4","M"
"10-23","5","M"
"10-28","4","M"
"11-02","1","L"
"11-07","2","L"
"11-12","3","L"
"11-17","1","L"
"11-22","2","L"
"11-27","3","L"
"12-02","4","M"
