"StartDate","Count","Class"
"01-01","7","H"
"01-06","9","H"
"01-11","6","M"
"01-16","6","M"
"01-21","8","H"
"01-26","10","H"
"01-31","8","H"
"02-05","9","H"
"02-10","10","H"
"02-15","8","H"
"02-20","9","H"
"02-25","9","H"
"03-02","9","H"
"03-07","8","H"
"03-12","8","H"
"03-17","9","H"
"03-22","9","H"
"03-27","6","M"
"04-01","5","M"
"04-06","4","M"
"04-11","3","L"
"04-16","5","M"
"04-21","4","M"
"04-26","2","L"
"05-01","3","L"
"05-06","1","L"
"05-11","5","M"
"05-16","5","M"
"05-21","5","M"
"05-26","5","M"
"05-31","3","L"
"06-05","2","L"
"06-10","2","L"
"06-15","2","L"
"06-20","2","L"
"06-25","1","L"
"06-30","0","L"
"07-05","0","L"
"07-10","2","L"
"07-15","3","L"
"07-20","4","M"
"07-25","5","M"
"07-30","3","L"
"08-04","4","M"
"08-09","4","M"
"08-14","4","M"
"08-19","7","H"
"08-24","5","M"
"08-29","5","M"
"09-03","4","M"
"09-08","5","M"
"09-13","5","M"
"09-18","9","H"
"09-23","9","H"
"09-28","7","H"
"10-03","8","H"
"10-08","8","H"
"10-13","9","H"
"10-18","9","H"
"10-23","9","H"
"10-28","8","H"
"11-02","5","M"
"11-07","8","H"
"11-12","8","H"
"11-17","7","H"
"11-22","5","M"
"11-27","7","H"
"12-02","7","H"
