"StartDate","Count","Class"
"01-01","5","M"
"01-06","5","M"
"01-11","7","H"
"01-16","8","H"
"01-21","7","H"
"01-26","8","H"
"01-31","7","H"
"02-05","6","M"
"02-10","8","H"
"02-15","9","H"
"02-20","6","M"
"02-25","6","M"
"03-02","5","M"
"03-07","4","M"
"03-12","2","L"
"03-17","4","M"
"03-22","4","M"
"03-27","6","M"
"04-01","3","L"
"04-06","2","L"
"04-11","1","L"
"04-16","1","L"
"04-21","2","L"
"04-26","0","L"
"05-01","2","L"
"05-06","0","L"
"05-11","1","L"
"05-16","2","L"
"05-21","2","L"
"05-26","2","L"
"05-31","0","L"
"06-05","1","L"
"06-10","1","L"
"06-15","2","L"
"06-20","0","L"
"06-25","2","L"
"06-30","0","L"
"07-05","1","L"
"07-10","3","L"
"07-15","0","L"
"07-20","0","L"
"07-25","0","L"
"07-30","0","L"
"08-04","0","L"
"08-09","1","L"
"08-14","1","L"
"08-19","2","L"
"08-24","2","L"
"08-29","1","L"
"09-03","2","L"
"09-08","4","M"
"09-13","2","L"
"09-18","3","L"
"09-23","1","L"
"09-28","2","L"
"10-03","3","L"
"10-08","5","M"
"10-13","4","M"
"10-18","6","M"
"10-23","7","H"
"10-28","5","M"
"11-02","6","M"
"11-07","5","M"
"11-12","7","H"
"11-17","7","H"
"11-22","6","M"
"11-27","6","M"
"12-02","6","M"
