"StartDate","Count","Class"
"01-01","7","H"
"01-06","4","M"
"01-11","3","L"
"01-16","4","M"
"01-21","6","M"
"01-26","6","M"
"01-31","7","H"
"02-05","5","M"
"02-10","8","H"
"02-15","7","H"
"02-20","7","H"
"02-25","6","M"
"03-02","5","M"
"03-07","5","M"
"03-12","3","L"
"03-17","0","L"
"03-22","0","L"
"03-27","1","L"
"04-01","1","L"
"04-06","1","L"
"04-11","2","L"
"04-16","1","L"
"04-21","0","L"
"04-26","1","L"
"05-01","1","L"
"05-06","2","L"
"05-11","1","L"
"05-16","0","L"
"05-21","2","L"
"05-26","0","L"
"05-31","1","L"
"06-05","0","L"
"06-10","0","L"
"06-15","0","L"
"06-20","1","L"
"06-25","0","L"
"06-30","0","L"
"07-05","1","L"
"07-10","1","L"
"07-15","1","L"
"07-20","2","L"
"07-25","1","L"
"07-30","1","L"
"08-04","1","L"
"08-09","1","L"
"08-14","1","L"
"08-19","1","L"
"08-24","3","L"
"08-29","2","L"
"09-03","1","L"
"09-08","2","L"
"09-13","4","M"
"09-18","2","L"
"09-23","5","M"
"09-28","4","M"
"10-03","5","M"
"10-08","8","H"
"10-13","7","H"
"10-18","6","M"
"10-23","6","M"
"10-28","5","M"
"11-02","3","L"
"11-07","3","L"
"11-12","6","M"
"11-17","4","M"
"11-22","4","M"
"11-27","3","L"
"12-02","5","M"
