"StartDate","Count","Class"
"01-01","4","M"
"01-06","7","H"
"01-11","7","H"
"01-16","7","H"
"01-21","7","H"
"01-26","6","M"
"01-31","6","M"
"02-05","7","H"
"02-10","9","H"
"02-15","8","H"
"02-20","8","H"
"02-25","8","H"
"03-02","6","M"
"03-07","6","M"
"03-12","4","M"
"03-17","6","M"
"03-22","4","M"
"03-27","5","M"
"04-01","6","M"
"04-06","7","H"
"04-11","6","M"
"04-16","7","H"
"04-21","5","M"
"04-26","1","L"
"05-01","1","L"
"05-06","0","L"
"05-11","1","L"
"05-16","0","L"
"05-21","3","L"
"05-26","2","L"
"05-31","1","L"
"06-05","0","L"
"06-10","0","L"
"06-15","1","L"
"06-20","0","L"
"06-25","1","L"
"06-30","1","L"
"07-05","0","L"
"07-10","1","L"
"07-15","1","L"
"07-20","0","L"
"07-25","0","L"
"07-30","2","L"
"08-04","0","L"
"08-09","1","L"
"08-14","0","L"
"08-19","2","L"
"08-24","2","L"
"08-29","0","L"
"09-03","1","L"
"09-08","3","L"
"09-13","3","L"
"09-18","3","L"
"09-23","4","M"
"09-28","6","M"
"10-03","4","M"
"10-08","6","M"
"10-13","8","H"
"10-18","8","H"
"10-23","7","H"
"10-28","7","H"
"11-02","8","H"
"11-07","7","H"
"11-12","6","M"
"11-17","5","M"
"11-22","5","M"
"11-27","7","H"
"12-02","6","M"
