"StartDate","Count","Class"
"01-01","6","M"
"01-06","6","M"
"01-11","5","M"
"01-16","4","M"
"01-21","5","M"
"01-26","4","M"
"01-31","4","M"
"02-05","5","M"
"02-10","6","M"
"02-15","5","M"
"02-20","7","H"
"02-25","5","M"
"03-02","8","H"
"03-07","5","M"
"03-12","5","M"
"03-17","6","M"
"03-22","6","M"
"03-27","3","L"
"04-01","6","M"
"04-06","4","M"
"04-11","5","M"
"04-16","5","M"
"04-21","5","M"
"04-26","2","L"
"05-01","5","M"
"05-06","3","L"
"05-11","4","M"
"05-16","5","M"
"05-21","5","M"
"05-26","5","M"
"05-31","5","M"
"06-05","4","M"
"06-10","3","L"
"06-15","3","L"
"06-20","4","M"
"06-25","3","L"
"06-30","3","L"
"07-05","2","L"
"07-10","5","M"
"07-15","4","M"
"07-20","3","L"
"07-25","3","L"
"07-30","3","L"
"08-04","2","L"
"08-09","2","L"
"08-14","2","L"
"08-19","4","M"
"08-24","4","M"
"08-29","5","M"
"09-03","5","M"
"09-08","6","M"
"09-13","5","M"
"09-18","6","M"
"09-23","5","M"
"09-28","5","M"
"10-03","3","L"
"10-08","4","M"
"10-13","4","M"
"10-18","6","M"
"10-23","4","M"
"10-28","2","L"
"11-02","6","M"
"11-07","4","M"
"11-12","4","M"
"11-17","8","H"
"11-22","7","H"
"11-27","5","M"
"12-02","6","M"
