"StartDate","Count","Class"
"01-01","6","M"
"01-06","8","H"
"01-11","7","H"
"01-16","9","H"
"01-21","9","H"
"01-26","7","H"
"01-31","9","H"
"02-05","10","H"
"02-10","9","H"
"02-15","9","H"
"02-20","9","H"
"02-25","9","H"
"03-02","7","H"
"03-07","7","H"
"03-12","2","L"
"03-17","4","M"
"03-22","4","M"
"03-27","1","L"
"04-01","1","L"
"04-06","1","L"
"04-11","1","L"
"04-16","1","L"
"04-21","1","L"
"04-26","2","L"
"05-01","3","L"
"05-06","2","L"
"05-11","1","L"
"05-16","2","L"
"05-21","2","L"
"05-26","2","L"
"05-31","2","L"
"06-05","2","L"
"06-10","3","L"
"06-15","1","L"
"06-20","1","L"
"06-25","1","L"
"06-30","4","M"
"07-05","4","M"
"07-10","3","L"
"07-15","3","L"
"07-20","2","L"
"07-25","1","L"
"07-30","0","L"
"08-04","2","L"
"08-09","4","M"
"08-14","4","M"
"08-19","2","L"
"08-24","2","L"
"08-29","1","L"
"09-03","2","L"
"09-08","2","L"
"09-13","2","L"
"09-18","4","M"
"09-23","6","M"
"09-28","6","M"
"10-03","6","M"
"10-08","10","H"
"10-13","10","H"
"10-18","9","H"
"10-23","8","H"
"10-28","8","H"
"11-02","8","H"
"11-07","9","H"
"11-12","9","H"
"11-17","10","H"
"11-22","9","H"
"11-27","9","H"
"12-02","9","H"
