"StartDate","Count","Class"
"01-01","6","M"
"01-06","6","M"
"01-11","6","M"
"01-16","6","M"
"01-21","3","L"
"01-26","3","L"
"01-31","3","L"
"02-05","4","M"
"02-10","6","M"
"02-15","6","M"
"02-20","4","M"
"02-25","7","H"
"03-02","5","M"
"03-07","4","M"
"03-12","4","M"
"03-17","3","L"
"03-22","3","L"
"03-27","5","M"
"04-01","5","M"
"04-06","3","L"
"04-11","5","M"
"04-16","2","L"
"04-21","2","L"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","2","L"
"05-16","3","L"
"05-21","0","L"
"05-26","0","L"
"05-31","0","L"
"06-05","0","L"
"06-10","0","L"
"06-15","1","L"
"06-20","3","L"
"06-25","3","L"
"06-30","4","M"
"07-05","1","L"
"07-10","1","L"
"07-15","4","M"
"07-20","1","L"
"07-25","0","L"
"07-30","0","L"
"08-04","0","L"
"08-09","0","L"
"08-14","1","L"
"08-19","3","L"
"08-24","4","M"
"08-29","4","M"
"09-03","0","L"
"09-08","1","L"
"09-13","1","L"
"09-18","1","L"
"09-23","1","L"
"09-28","2","L"
"10-03","2","L"
"10-08","2","L"
"10-13","3","L"
"10-18","2","L"
"10-23","2","L"
"10-28","4","M"
"11-02","5","M"
"11-07","6","M"
"11-12","5","M"
"11-17","3","L"
"11-22","3","L"
"11-27","5","M"
"12-02","5","M"
