"StartDate","Count","Class"
"01-01","2","L"
"01-06","3","L"
"01-11","2","L"
"01-16","2","L"
"01-21","2","L"
"01-26","2","L"
"01-31","0","L"
"02-05","0","L"
"02-10","0","L"
"02-15","1","L"
"02-20","1","L"
"02-25","2","L"
"03-02","1","L"
"03-07","2","L"
"03-12","1","L"
"03-17","3","L"
"03-22","4","M"
"03-27","5","M"
"04-01","6","M"
"04-06","5","M"
"04-11","4","M"
"04-16","4","M"
"04-21","4","M"
"04-26","4","M"
"05-01","7","H"
"05-06","4","M"
"05-11","3","L"
"05-16","2","L"
"05-21","3","L"
"05-26","2","L"
"05-31","2","L"
"06-05","1","L"
"06-10","1","L"
"06-15","0","L"
"06-20","3","L"
"06-25","2","L"
"06-30","1","L"
"07-05","2","L"
"07-10","2","L"
"07-15","2","L"
"07-20","0","L"
"07-25","0","L"
"07-30","0","L"
"08-04","1","L"
"08-09","4","M"
"08-14","1","L"
"08-19","3","L"
"08-24","2","L"
"08-29","2","L"
"09-03","2","L"
"09-08","5","M"
"09-13","3","L"
"09-18","2","L"
"09-23","4","M"
"09-28","6","M"
"10-03","7","H"
"10-08","6","M"
"10-13","6","M"
"10-18","5","M"
"10-23","4","M"
"10-28","2","L"
"11-02","2","L"
"11-07","1","L"
"11-12","4","M"
"11-17","3","L"
"11-22","3","L"
"11-27","0","L"
"12-02","1","L"
