"StartDate","Count","Class"
"01-01","8","H"
"01-06","8","H"
"01-11","8","H"
"01-16","5","M"
"01-21","7","H"
"01-26","6","M"
"01-31","4","M"
"02-05","3","L"
"02-10","4","M"
"02-15","6","M"
"02-20","7","H"
"02-25","5","M"
"03-02","4","M"
"03-07","7","H"
"03-12","4","M"
"03-17","3","L"
"03-22","3","L"
"03-27","4","M"
"04-01","3","L"
"04-06","5","M"
"04-11","5","M"
"04-16","6","M"
"04-21","5","M"
"04-26","4","M"
"05-01","6","M"
"05-06","6","M"
"05-11","6","M"
"05-16","3","L"
"05-21","6","M"
"05-26","5","M"
"05-31","4","M"
"06-05","4","M"
"06-10","4","M"
"06-15","3","L"
"06-20","5","M"
"06-25","4","M"
"06-30","4","M"
"07-05","4","M"
"07-10","4","M"
"07-15","4","M"
"07-20","4","M"
"07-25","3","L"
"07-30","1","L"
"08-04","2","L"
"08-09","1","L"
"08-14","2","L"
"08-19","1","L"
"08-24","1","L"
"08-29","4","M"
"09-03","4","M"
"09-08","6","M"
"09-13","7","H"
"09-18","6","M"
"09-23","5","M"
"09-28","3","L"
"10-03","3","L"
"10-08","3","L"
"10-13","3","L"
"10-18","5","M"
"10-23","6","M"
"10-28","7","H"
"11-02","7","H"
"11-07","8","H"
"11-12","8","H"
"11-17","9","H"
"11-22","7","H"
"11-27","8","H"
"12-02","9","H"
