"StartDate","Count","Class"
"01-01","4","M"
"01-06","3","L"
"01-11","5","M"
"01-16","4","M"
"01-21","6","M"
"01-26","4","M"
"01-31","6","M"
"02-05","8","H"
"02-10","7","H"
"02-15","5","M"
"02-20","4","M"
"02-25","5","M"
"03-02","6","M"
"03-07","4","M"
"03-12","4","M"
"03-17","5","M"
"03-22","4","M"
"03-27","6","M"
"04-01","5","M"
"04-06","7","H"
"04-11","4","M"
"04-16","7","H"
"04-21","5","M"
"04-26","4","M"
"05-01","5","M"
"05-06","5","M"
"05-11","3","L"
"05-16","2","L"
"05-21","1","L"
"05-26","0","L"
"05-31","1","L"
"06-05","2","L"
"06-10","4","M"
"06-15","4","M"
"06-20","3","L"
"06-25","2","L"
"06-30","1","L"
"07-05","4","M"
"07-10","3","L"
"07-15","2","L"
"07-20","3","L"
"07-25","2","L"
"07-30","1","L"
"08-04","1","L"
"08-09","3","L"
"08-14","6","M"
"08-19","5","M"
"08-24","5","M"
"08-29","4","M"
"09-03","3","L"
"09-08","1","L"
"09-13","2","L"
"09-18","6","M"
"09-23","6","M"
"09-28","7","H"
"10-03","8","H"
"10-08","7","H"
"10-13","7","H"
"10-18","3","L"
"10-23","3","L"
"10-28","4","M"
"11-02","4","M"
"11-07","3","L"
"11-12","4","M"
"11-17","3","L"
"11-22","6","M"
"11-27","3","L"
"12-02","4","M"
