"StartDate","Count","Class"
"01-01","3","L"
"01-06","4","M"
"01-11","4","M"
"01-16","3","L"
"01-21","4","M"
"01-26","4","M"
"01-31","5","M"
"02-05","4","M"
"02-10","6","M"
"02-15","5","M"
"02-20","4","M"
"02-25","3","L"
"03-02","3","L"
"03-07","6","M"
"03-12","8","H"
"03-17","5","M"
"03-22","5","M"
"03-27","4","M"
"04-01","5","M"
"04-06","5","M"
"04-11","6","M"
"04-16","4","M"
"04-21","3","L"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","1","L"
"05-16","3","L"
"05-21","1","L"
"05-26","2","L"
"05-31","0","L"
"06-05","0","L"
"06-10","1","L"
"06-15","1","L"
"06-20","0","L"
"06-25","0","L"
"06-30","1","L"
"07-05","1","L"
"07-10","1","L"
"07-15","4","M"
"07-20","4","M"
"07-25","3","L"
"07-30","3","L"
"08-04","3","L"
"08-09","3","L"
"08-14","4","M"
"08-19","1","L"
"08-24","1","L"
"08-29","1","L"
"09-03","1","L"
"09-08","1","L"
"09-13","3","L"
"09-18","5","M"
"09-23","5","M"
"09-28","4","M"
"10-03","7","H"
"10-08","7","H"
"10-13","5","M"
"10-18","4","M"
"10-23","5","M"
"10-28","6","M"
"11-02","6","M"
"11-07","3","L"
"11-12","3","L"
"11-17","4","M"
"11-22","3","L"
"11-27","3","L"
"12-02","3","L"
