"StartDate","Count","Class"
"01-01","2","L"
"01-06","1","L"
"01-11","2","L"
"01-16","5","M"
"01-21","6","M"
"01-26","4","M"
"01-31","7","H"
"02-05","6","M"
"02-10","7","H"
"02-15","7","H"
"02-20","8","H"
"02-25","7","H"
"03-02","8","H"
"03-07","7","H"
"03-12","7","H"
"03-17","7","H"
"03-22","5","M"
"03-27","5","M"
"04-01","5","M"
"04-06","6","M"
"04-11","6","M"
"04-16","4","M"
"04-21","3","L"
"04-26","2","L"
"05-01","2","L"
"05-06","1","L"
"05-11","0","L"
"05-16","1","L"
"05-21","1","L"
"05-26","2","L"
"05-31","1","L"
"06-05","2","L"
"06-10","0","L"
"06-15","1","L"
"06-20","1","L"
"06-25","0","L"
"06-30","1","L"
"07-05","1","L"
"07-10","2","L"
"07-15","0","L"
"07-20","3","L"
"07-25","4","M"
"07-30","3","L"
"08-04","3","L"
"08-09","1","L"
"08-14","2","L"
"08-19","3","L"
"08-24","5","M"
"08-29","3","L"
"09-03","1","L"
"09-08","3","L"
"09-13","3","L"
"09-18","3","L"
"09-23","2","L"
"09-28","3","L"
"10-03","4","M"
"10-08","4","M"
"10-13","5","M"
"10-18","5","M"
"10-23","5","M"
"10-28","3","L"
"11-02","3","L"
"11-07","2","L"
"11-12","3","L"
"11-17","5","M"
"11-22","3","L"
"11-27","5","M"
"12-02","6","M"
