"StartDate","Count","Class"
"01-01","6","M"
"01-06","7","H"
"01-11","7","H"
"01-16","10","H"
"01-21","9","H"
"01-26","10","H"
"01-31","9","H"
"02-05","9","H"
"02-10","8","H"
"02-15","6","M"
"02-20","7","H"
"02-25","8","H"
"03-02","8","H"
"03-07","7","H"
"03-12","8","H"
"03-17","7","H"
"03-22","5","M"
"03-27","4","M"
"04-01","5","M"
"04-06","5","M"
"04-11","4","M"
"04-16","5","M"
"04-21","3","L"
"04-26","5","M"
"05-01","5","M"
"05-06","4","M"
"05-11","3","L"
"05-16","2","L"
"05-21","0","L"
"05-26","3","L"
"05-31","3","L"
"06-05","3","L"
"06-10","3","L"
"06-15","2","L"
"06-20","3","L"
"06-25","3","L"
"06-30","1","L"
"07-05","1","L"
"07-10","0","L"
"07-15","1","L"
"07-20","2","L"
"07-25","3","L"
"07-30","3","L"
"08-04","5","M"
"08-09","3","L"
"08-14","4","M"
"08-19","4","M"
"08-24","4","M"
"08-29","4","M"
"09-03","4","M"
"09-08","5","M"
"09-13","7","H"
"09-18","8","H"
"09-23","7","H"
"09-28","8","H"
"10-03","8","H"
"10-08","6","M"
"10-13","7","H"
"10-18","7","H"
"10-23","8","H"
"10-28","7","H"
"11-02","7","H"
"11-07","7","H"
"11-12","8","H"
"11-17","9","H"
"11-22","7","H"
"11-27","7","H"
"12-02","6","M"
