"StartDate","Count","Class"
"01-01","3","L"
"01-06","1","L"
"01-11","1","L"
"01-16","3","L"
"01-21","2","L"
"01-26","1","L"
"01-31","2","L"
"02-05","1","L"
"02-10","1","L"
"02-15","3","L"
"02-20","1","L"
"02-25","2","L"
"03-02","2","L"
"03-07","2","L"
"03-12","2","L"
"03-17","4","M"
"03-22","2","L"
"03-27","4","M"
"04-01","6","M"
"04-06","7","H"
"04-11","6","M"
"04-16","7","H"
"04-21","8","H"
"04-26","8","H"
"05-01","4","M"
"05-06","5","M"
"05-11","6","M"
"05-16","5","M"
"05-21","6","M"
"05-26","5","M"
"05-31","4","M"
"06-05","5","M"
"06-10","3","L"
"06-15","2","L"
"06-20","3","L"
"06-25","2","L"
"06-30","2","L"
"07-05","4","M"
"07-10","9","H"
"07-15","9","H"
"07-20","7","H"
"07-25","7","H"
"07-30","5","M"
"08-04","4","M"
"08-09","5","M"
"08-14","7","H"
"08-19","7","H"
"08-24","6","M"
"08-29","4","M"
"09-03","4","M"
"09-08","4","M"
"09-13","3","L"
"09-18","3","L"
"09-23","3","L"
"09-28","3","L"
"10-03","3","L"
"10-08","3","L"
"10-13","3","L"
"10-18","1","L"
"10-23","0","L"
"10-28","1","L"
"11-02","1","L"
"11-07","0","L"
"11-12","0","L"
"11-17","1","L"
"11-22","1","L"
"11-27","0","L"
"12-02","1","L"
