"StartDate","Count","Class"
"01-01","5","M"
"01-06","4","M"
"01-11","5","M"
"01-16","3","L"
"01-21","2","L"
"01-26","2","L"
"01-31","1","L"
"02-05","2","L"
"02-10","4","M"
"02-15","4","M"
"02-20","2","L"
"02-25","1","L"
"03-02","1","L"
"03-07","4","M"
"03-12","5","M"
"03-17","4","M"
"03-22","4","M"
"03-27","4","M"
"04-01","5","M"
"04-06","4","M"
"04-11","2","L"
"04-16","3","L"
"04-21","3","L"
"04-26","4","M"
"05-01","4","M"
"05-06","5","M"
"05-11","3","L"
"05-16","5","M"
"05-21","7","H"
"05-26","5","M"
"05-31","3","L"
"06-05","1","L"
"06-10","2","L"
"06-15","4","M"
"06-20","5","M"
"06-25","3","L"
"06-30","2","L"
"07-05","2","L"
"07-10","1","L"
"07-15","2","L"
"07-20","5","M"
"07-25","4","M"
"07-30","2","L"
"08-04","2","L"
"08-09","2","L"
"08-14","1","L"
"08-19","1","L"
"08-24","3","L"
"08-29","2","L"
"09-03","3","L"
"09-08","3","L"
"09-13","3","L"
"09-18","6","M"
"09-23","5","M"
"09-28","5","M"
"10-03","5","M"
"10-08","5","M"
"10-13","6","M"
"10-18","2","L"
"10-23","1","L"
"10-28","1","L"
"11-02","2","L"
"11-07","2","L"
"11-12","3","L"
"11-17","4","M"
"11-22","3","L"
"11-27","2","L"
"12-02","2","L"
