"StartDate","Count","Class"
"01-01","7","H"
"01-06","6","M"
"01-11","5","M"
"01-16","7","H"
"01-21","6","M"
"01-26","5","M"
"01-31","6","M"
"02-05","7","H"
"02-10","8","H"
"02-15","7","H"
"02-20","7","H"
"02-25","7","H"
"03-02","6","M"
"03-07","6","M"
"03-12","4","M"
"03-17","5","M"
"03-22","7","H"
"03-27","6","M"
"04-01","5","M"
"04-06","4","M"
"04-11","3","L"
"04-16","2","L"
"04-21","2","L"
"04-26","0","L"
"05-01","0","L"
"05-06","1","L"
"05-11","0","L"
"05-16","1","L"
"05-21","3","L"
"05-26","3","L"
"05-31","1","L"
"06-05","1","L"
"06-10","0","L"
"06-15","1","L"
"06-20","1","L"
"06-25","2","L"
"06-30","1","L"
"07-05","0","L"
"07-10","3","L"
"07-15","2","L"
"07-20","3","L"
"07-25","3","L"
"07-30","1","L"
"08-04","2","L"
"08-09","1","L"
"08-14","3","L"
"08-19","2","L"
"08-24","3","L"
"08-29","4","M"
"09-03","4","M"
"09-08","1","L"
"09-13","3","L"
"09-18","4","M"
"09-23","3","L"
"09-28","4","M"
"10-03","3","L"
"10-08","3","L"
"10-13","3","L"
"10-18","4","M"
"10-23","6","M"
"10-28","4","M"
"11-02","3","L"
"11-07","4","M"
"11-12","6","M"
"11-17","7","H"
"11-22","5","M"
"11-27","6","M"
"12-02","7","H"
