"StartDate","Count","Class"
"01-01","6","M"
"01-06","4","M"
"01-11","4","M"
"01-16","2","L"
"01-21","4","M"
"01-26","6","M"
"01-31","8","H"
"02-05","6","M"
"02-10","5","M"
"02-15","7","H"
"02-20","6","M"
"02-25","6","M"
"03-02","5","M"
"03-07","4","M"
"03-12","4","M"
"03-17","4","M"
"03-22","3","L"
"03-27","2","L"
"04-01","3","L"
"04-06","4","M"
"04-11","4","M"
"04-16","1","L"
"04-21","2","L"
"04-26","2","L"
"05-01","3","L"
"05-06","3","L"
"05-11","3","L"
"05-16","2","L"
"05-21","1","L"
"05-26","1","L"
"05-31","0","L"
"06-05","1","L"
"06-10","0","L"
"06-15","2","L"
"06-20","2","L"
"06-25","1","L"
"06-30","1","L"
"07-05","0","L"
"07-10","0","L"
"07-15","0","L"
"07-20","0","L"
"07-25","1","L"
"07-30","1","L"
"08-04","1","L"
"08-09","0","L"
"08-14","0","L"
"08-19","2","L"
"08-24","3","L"
"08-29","2","L"
"09-03","3","L"
"09-08","1","L"
"09-13","2","L"
"09-18","4","M"
"09-23","2","L"
"09-28","6","M"
"10-03","7","H"
"10-08","6","M"
"10-13","7","H"
"10-18","4","M"
"10-23","4","M"
"10-28","5","M"
"11-02","5","M"
"11-07","6","M"
"11-12","7","H"
"11-17","5","M"
"11-22","6","M"
"11-27","4","M"
"12-02","3","L"
