"StartDate","Count","Class"
"01-01","1","L"
"01-06","2","L"
"01-11","2","L"
"01-16","1","L"
"01-21","1","L"
"01-26","0","L"
"01-31","1","L"
"02-05","2","L"
"02-10","4","M"
"02-15","4","M"
"02-20","3","L"
"02-25","3","L"
"03-02","2","L"
"03-07","3","L"
"03-12","3","L"
"03-17","3","L"
"03-22","3","L"
"03-27","3","L"
"04-01","5","M"
"04-06","5","M"
"04-11","4","M"
"04-16","5","M"
"04-21","5","M"
"04-26","5","M"
"05-01","5","M"
"05-06","5","M"
"05-11","5","M"
"05-16","3","L"
"05-21","5","M"
"05-26","4","M"
"05-31","4","M"
"06-05","3","L"
"06-10","1","L"
"06-15","1","L"
"06-20","2","L"
"06-25","2","L"
"06-30","3","L"
"07-05","5","M"
"07-10","4","M"
"07-15","4","M"
"07-20","1","L"
"07-25","1","L"
"07-30","1","L"
"08-04","2","L"
"08-09","1","L"
"08-14","2","L"
"08-19","3","L"
"08-24","2","L"
"08-29","2","L"
"09-03","2","L"
"09-08","2","L"
"09-13","1","L"
"09-18","2","L"
"09-23","1","L"
"09-28","4","M"
"10-03","6","M"
"10-08","4","M"
"10-13","4","M"
"10-18","3","L"
"10-23","2","L"
"10-28","1","L"
"11-02","1","L"
"11-07","1","L"
"11-12","0","L"
"11-17","0","L"
"11-22","0","L"
"11-27","1","L"
"12-02","0","L"
