"StartDate","Count","Class"
"01-01","2","L"
"01-06","4","M"
"01-11","2","L"
"01-16","1","L"
"01-21","0","L"
"01-26","1","L"
"01-31","1","L"
"02-05","2","L"
"02-10","2","L"
"02-15","4","M"
"02-20","1","L"
"02-25","1","L"
"03-02","0","L"
"03-07","2","L"
"03-12","3","L"
"03-17","4","M"
"03-22","5","M"
"03-27","5","M"
"04-01","5","M"
"04-06","5","M"
"04-11","6","M"
"04-16","5","M"
"04-21","5","M"
"04-26","5","M"
"05-01","5","M"
"05-06","3","L"
"05-11","3","L"
"05-16","6","M"
"05-21","6","M"
"05-26","4","M"
"05-31","5","M"
"06-05","4","M"
"06-10","3","L"
"06-15","5","M"
"06-20","4","M"
"06-25","3","L"
"06-30","3","L"
"07-05","3","L"
"07-10","2","L"
"07-15","3","L"
"07-20","4","M"
"07-25","5","M"
"07-30","6","M"
"08-04","6","M"
"08-09","5","M"
"08-14","5","M"
"08-19","4","M"
"08-24","2","L"
"08-29","3","L"
"09-03","2","L"
"09-08","1","L"
"09-13","1","L"
"09-18","3","L"
"09-23","3","L"
"09-28","1","L"
"10-03","2","L"
"10-08","2","L"
"10-13","1","L"
"10-18","1","L"
"10-23","0","L"
"10-28","0","L"
"11-02","0","L"
"11-07","0","L"
"11-12","0","L"
"11-17","0","L"
"11-22","0","L"
"11-27","0","L"
"12-02","0","L"
