"StartDate","Count","Class"
"01-01","5","M"
"01-06","5","M"
"01-11","5","M"
"01-16","5","M"
"01-21","6","M"
"01-26","7","H"
"01-31","8","H"
"02-05","9","H"
"02-10","9","H"
"02-15","9","H"
"02-20","8","H"
"02-25","9","H"
"03-02","10","H"
"03-07","9","H"
"03-12","7","H"
"03-17","9","H"
"03-22","9","H"
"03-27","8","H"
"04-01","7","H"
"04-06","7","H"
"04-11","5","M"
"04-16","7","H"
"04-21","4","M"
"04-26","5","M"
"05-01","4","M"
"05-06","4","M"
"05-11","4","M"
"05-16","6","M"
"05-21","4","M"
"05-26","5","M"
"05-31","0","L"
"06-05","1","L"
"06-10","0","L"
"06-15","0","L"
"06-20","0","L"
"06-25","1","L"
"06-30","1","L"
"07-05","1","L"
"07-10","3","L"
"07-15","4","M"
"07-20","4","M"
"07-25","4","M"
"07-30","3","L"
"08-04","3","L"
"08-09","4","M"
"08-14","5","M"
"08-19","6","M"
"08-24","6","M"
"08-29","7","H"
"09-03","7","H"
"09-08","6","M"
"09-13","5","M"
"09-18","7","H"
"09-23","8","H"
"09-28","8","H"
"10-03","8","H"
"10-08","10","H"
"10-13","9","H"
"10-18","8","H"
"10-23","9","H"
"10-28","9","H"
"11-02","8","H"
"11-07","9","H"
"11-12","6","M"
"11-17","6","M"
"11-22","6","M"
"11-27","6","M"
"12-02","5","M"
