"StartDate","Count","Class"
"01-01","4","M"
"01-06","6","M"
"01-11","5","M"
"01-16","6","M"
"01-21","5","M"
"01-26","6","M"
"01-31","7","H"
"02-05","10","H"
"02-10","8","H"
"02-15","8","H"
"02-20","8","H"
"02-25","8","H"
"03-02","8","H"
"03-07","9","H"
"03-12","4","M"
"03-17","4","M"
"03-22","5","M"
"03-27","2","L"
"04-01","4","M"
"04-06","1","L"
"04-11","4","M"
"04-16","1","L"
"04-21","0","L"
"04-26","0","L"
"05-01","1","L"
"05-06","2","L"
"05-11","2","L"
"05-16","0","L"
"05-21","0","L"
"05-26","1","L"
"05-31","0","L"
"06-05","0","L"
"06-10","1","L"
"06-15","2","L"
"06-20","2","L"
"06-25","2","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","0","L"
"07-20","2","L"
"07-25","0","L"
"07-30","1","L"
"08-04","1","L"
"08-09","2","L"
"08-14","3","L"
"08-19","3","L"
"08-24","2","L"
"08-29","2","L"
"09-03","1","L"
"09-08","1","L"
"09-13","1","L"
"09-18","2","L"
"09-23","3","L"
"09-28","4","M"
"10-03","5","M"
"10-08","7","H"
"10-13","6","M"
"10-18","5","M"
"10-23","6","M"
"10-28","7","H"
"11-02","6","M"
"11-07","5","M"
"11-12","5","M"
"11-17","3","L"
"11-22","4","M"
"11-27","7","H"
"12-02","7","H"
