"StartDate","Count","Class"
"01-01","3","L"
"01-06","5","M"
"01-11","2","L"
"01-16","0","L"
"01-21","3","L"
"01-26","1","L"
"01-31","3","L"
"02-05","5","M"
"02-10","5","M"
"02-15","4","M"
"02-20","3","L"
"02-25","3","L"
"03-02","4","M"
"03-07","4","M"
"03-12","2","L"
"03-17","3","L"
"03-22","4","M"
"03-27","6","M"
"04-01","5","M"
"04-06","4","M"
"04-11","3","L"
"04-16","4","M"
"04-21","3","L"
"04-26","2","L"
"05-01","6","M"
"05-06","4","M"
"05-11","2","L"
"05-16","2","L"
"05-21","3","L"
"05-26","2","L"
"05-31","2","L"
"06-05","3","L"
"06-10","3","L"
"06-15","2","L"
"06-20","1","L"
"06-25","3","L"
"06-30","2","L"
"07-05","4","M"
"07-10","2","L"
"07-15","3","L"
"07-20","1","L"
"07-25","5","M"
"07-30","3","L"
"08-04","3","L"
"08-09","3","L"
"08-14","2","L"
"08-19","4","M"
"08-24","5","M"
"08-29","5","M"
"09-03","6","M"
"09-08","5","M"
"09-13","4","M"
"09-18","8","H"
"09-23","6","M"
"09-28","4","M"
"10-03","5","M"
"10-08","4","M"
"10-13","5","M"
"10-18","3","L"
"10-23","3","L"
"10-28","2","L"
"11-02","2","L"
"11-07","3","L"
"11-12","2","L"
"11-17","2","L"
"11-22","2","L"
"11-27","0","L"
"12-02","0","L"
