"StartDate","Count","Class"
"01-01","3","L"
"01-06","4","M"
"01-11","2","L"
"01-16","3","L"
"01-21","4","M"
"01-26","6","M"
"01-31","3","L"
"02-05","6","M"
"02-10","6","M"
"02-15","5","M"
"02-20","5","M"
"02-25","5","M"
"03-02","5","M"
"03-07","4","M"
"03-12","2","L"
"03-17","4","M"
"03-22","3","L"
"03-27","2","L"
"04-01","2","L"
"04-06","1","L"
"04-11","1","L"
"04-16","0","L"
"04-21","1","L"
"04-26","0","L"
"05-01","1","L"
"05-06","1","L"
"05-11","1","L"
"05-16","2","L"
"05-21","1","L"
"05-26","2","L"
"05-31","0","L"
"06-05","1","L"
"06-10","2","L"
"06-15","3","L"
"06-20","4","M"
"06-25","2","L"
"06-30","1","L"
"07-05","2","L"
"07-10","3","L"
"07-15","2","L"
"07-20","2","L"
"07-25","3","L"
"07-30","4","M"
"08-04","4","M"
"08-09","4","M"
"08-14","4","M"
"08-19","5","M"
"08-24","6","M"
"08-29","7","H"
"09-03","5","M"
"09-08","9","H"
"09-13","8","H"
"09-18","9","H"
"09-23","8","H"
"09-28","8","H"
"10-03","8","H"
"10-08","8","H"
"10-13","7","H"
"10-18","7","H"
"10-23","8","H"
"10-28","6","M"
"11-02","5","M"
"11-07","5","M"
"11-12","3","L"
"11-17","4","M"
"11-22","3","L"
"11-27","2","L"
"12-02","2","L"
