"StartDate","Count","Class"
"01-01","2","L"
"01-06","3","L"
"01-11","3","L"
"01-16","0","L"
"01-21","2","L"
"01-26","2","L"
"01-31","2","L"
"02-05","3","L"
"02-10","3","L"
"02-15","4","M"
"02-20","4","M"
"02-25","3","L"
"03-02","4","M"
"03-07","3","L"
"03-12","2","L"
"03-17","3","L"
"03-22","4","M"
"03-27","5","M"
"04-01","5","M"
"04-06","5","M"
"04-11","3","L"
"04-16","3","L"
"04-21","1","L"
"04-26","2","L"
"05-01","3","L"
"05-06","1","L"
"05-11","2","L"
"05-16","4","M"
"05-21","3","L"
"05-26","2","L"
"05-31","2","L"
"06-05","2","L"
"06-10","2","L"
"06-15","1","L"
"06-20","1","L"
"06-25","1","L"
"06-30","0","L"
"07-05","1","L"
"07-10","1","L"
"07-15","1","L"
"07-20","5","M"
"07-25","5","M"
"07-30","4","M"
"08-04","4","M"
"08-09","4","M"
"08-14","2","L"
"08-19","3","L"
"08-24","3","L"
"08-29","3","L"
"09-03","3","L"
"09-08","6","M"
"09-13","5","M"
"09-18","5","M"
"09-23","5","M"
"09-28","4","M"
"10-03","2","L"
"10-08","5","M"
"10-13","4","M"
"10-18","3","L"
"10-23","4","M"
"10-28","2","L"
"11-02","2","L"
"11-07","2","L"
"11-12","1","L"
"11-17","3","L"
"11-22","4","M"
"11-27","1","L"
"12-02","0","L"
