"StartDate","Count","Class"
"01-01","2","L"
"01-06","5","M"
"01-11","6","M"
"01-16","6","M"
"01-21","5","M"
"01-26","5","M"
"01-31","3","L"
"02-05","3","L"
"02-10","5","M"
"02-15","2","L"
"02-20","4","M"
"02-25","6","M"
"03-02","7","H"
"03-07","3","L"
"03-12","3","L"
"03-17","2","L"
"03-22","3","L"
"03-27","2","L"
"04-01","2","L"
"04-06","3","L"
"04-11","2","L"
"04-16","0","L"
"04-21","2","L"
"04-26","0","L"
"05-01","1","L"
"05-06","1","L"
"05-11","2","L"
"05-16","3","L"
"05-21","3","L"
"05-26","4","M"
"05-31","4","M"
"06-05","3","L"
"06-10","2","L"
"06-15","0","L"
"06-20","2","L"
"06-25","2","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","0","L"
"07-20","0","L"
"07-25","1","L"
"07-30","1","L"
"08-04","2","L"
"08-09","2","L"
"08-14","1","L"
"08-19","1","L"
"08-24","3","L"
"08-29","4","M"
"09-03","5","M"
"09-08","2","L"
"09-13","3","L"
"09-18","4","M"
"09-23","2","L"
"09-28","2","L"
"10-03","3","L"
"10-08","2","L"
"10-13","2","L"
"10-18","4","M"
"10-23","3","L"
"10-28","3","L"
"11-02","3","L"
"11-07","3","L"
"11-12","3","L"
"11-17","5","M"
"11-22","4","M"
"11-27","6","M"
"12-02","8","H"
