"StartDate","Count","Class"
"01-01","5","M"
"01-06","4","M"
"01-11","2","L"
"01-16","2","L"
"01-21","1","L"
"01-26","4","M"
"01-31","4","M"
"02-05","6","M"
"02-10","5","M"
"02-15","5","M"
"02-20","6","M"
"02-25","8","H"
"03-02","8","H"
"03-07","5","M"
"03-12","3","L"
"03-17","4","M"
"03-22","4","M"
"03-27","3","L"
"04-01","5","M"
"04-06","3","L"
"04-11","4","M"
"04-16","4","M"
"04-21","3","L"
"04-26","4","M"
"05-01","3","L"
"05-06","1","L"
"05-11","1","L"
"05-16","1","L"
"05-21","2","L"
"05-26","2","L"
"05-31","0","L"
"06-05","1","L"
"06-10","2","L"
"06-15","2","L"
"06-20","3","L"
"06-25","2","L"
"06-30","2","L"
"07-05","1","L"
"07-10","3","L"
"07-15","1","L"
"07-20","4","M"
"07-25","3","L"
"07-30","3","L"
"08-04","1","L"
"08-09","4","M"
"08-14","3","L"
"08-19","1","L"
"08-24","2","L"
"08-29","3","L"
"09-03","3","L"
"09-08","3","L"
"09-13","3","L"
"09-18","1","L"
"09-23","1","L"
"09-28","4","M"
"10-03","2","L"
"10-08","4","M"
"10-13","3","L"
"10-18","3","L"
"10-23","4","M"
"10-28","3","L"
"11-02","3","L"
"11-07","5","M"
"11-12","3","L"
"11-17","4","M"
"11-22","4","M"
"11-27","3","L"
"12-02","2","L"
