"StartDate","Count","Class"
"01-01","4","M"
"01-06","4","M"
"01-11","4","M"
"01-16","5","M"
"01-21","5","M"
"01-26","4","M"
"01-31","6","M"
"02-05","7","H"
"02-10","6","M"
"02-15","5","M"
"02-20","8","H"
"02-25","6","M"
"03-02","6","M"
"03-07","7","H"
"03-12","4","M"
"03-17","5","M"
"03-22","8","H"
"03-27","6","M"
"04-01","6","M"
"04-06","6","M"
"04-11","6","M"
"04-16","5","M"
"04-21","6","M"
"04-26","5","M"
"05-01","4","M"
"05-06","4","M"
"05-11","5","M"
"05-16","5","M"
"05-21","4","M"
"05-26","1","L"
"05-31","3","L"
"06-05","1","L"
"06-10","2","L"
"06-15","1","L"
"06-20","3","L"
"06-25","3","L"
"06-30","3","L"
"07-05","4","M"
"07-10","2","L"
"07-15","1","L"
"07-20","1","L"
"07-25","1","L"
"07-30","2","L"
"08-04","2","L"
"08-09","1","L"
"08-14","3","L"
"08-19","4","M"
"08-24","4","M"
"08-29","4","M"
"09-03","4","M"
"09-08","3","L"
"09-13","4","M"
"09-18","4","M"
"09-23","6","M"
"09-28","6","M"
"10-03","6","M"
"10-08","6","M"
"10-13","7","H"
"10-18","6","M"
"10-23","5","M"
"10-28","4","M"
"11-02","4","M"
"11-07","8","H"
"11-12","8","H"
"11-17","8","H"
"11-22","7","H"
"11-27","6","M"
"12-02","6","M"
