"StartDate","Count","Class"
"01-01","8","H"
"01-06","6","M"
"01-11","6","M"
"01-16","7","H"
"01-21","8","H"
"01-26","9","H"
"01-31","8","H"
"02-05","9","H"
"02-10","7","H"
"02-15","7","H"
"02-20","8","H"
"02-25","7","H"
"03-02","7","H"
"03-07","5","M"
"03-12","4","M"
"03-17","4","M"
"03-22","3","L"
"03-27","1","L"
"04-01","2","L"
"04-06","1","L"
"04-11","1","L"
"04-16","2","L"
"04-21","1","L"
"04-26","0","L"
"05-01","1","L"
"05-06","1","L"
"05-11","1","L"
"05-16","2","L"
"05-21","1","L"
"05-26","2","L"
"05-31","1","L"
"06-05","1","L"
"06-10","2","L"
"06-15","0","L"
"06-20","1","L"
"06-25","1","L"
"06-30","1","L"
"07-05","2","L"
"07-10","2","L"
"07-15","2","L"
"07-20","1","L"
"07-25","2","L"
"07-30","0","L"
"08-04","0","L"
"08-09","1","L"
"08-14","0","L"
"08-19","0","L"
"08-24","1","L"
"08-29","2","L"
"09-03","0","L"
"09-08","0","L"
"09-13","1","L"
"09-18","1","L"
"09-23","3","L"
"09-28","1","L"
"10-03","1","L"
"10-08","3","L"
"10-13","4","M"
"10-18","4","M"
"10-23","4","M"
"10-28","4","M"
"11-02","3","L"
"11-07","7","H"
"11-12","6","M"
"11-17","8","H"
"11-22","8","H"
"11-27","10","H"
"12-02","8","H"
