"StartDate","Count","Class"
"01-01","8","H"
"01-06","8","H"
"01-11","8","H"
"01-16","8","H"
"01-21","8","H"
"01-26","9","H"
"01-31","9","H"
"02-05","10","H"
"02-10","10","H"
"02-15","10","H"
"02-20","10","H"
"02-25","10","H"
"03-02","9","H"
"03-07","10","H"
"03-12","8","H"
"03-17","5","M"
"03-22","6","M"
"03-27","7","H"
"04-01","7","H"
"04-06","6","M"
"04-11","8","H"
"04-16","7","H"
"04-21","8","H"
"04-26","5","M"
"05-01","5","M"
"05-06","4","M"
"05-11","5","M"
"05-16","6","M"
"05-21","5","M"
"05-26","5","M"
"05-31","5","M"
"06-05","4","M"
"06-10","4","M"
"06-15","2","L"
"06-20","3","L"
"06-25","1","L"
"06-30","2","L"
"07-05","2","L"
"07-10","2","L"
"07-15","2","L"
"07-20","1","L"
"07-25","3","L"
"07-30","2","L"
"08-04","3","L"
"08-09","5","M"
"08-14","5","M"
"08-19","3","L"
"08-24","2","L"
"08-29","4","M"
"09-03","5","M"
"09-08","4","M"
"09-13","4","M"
"09-18","7","H"
"09-23","7","H"
"09-28","10","H"
"10-03","9","H"
"10-08","9","H"
"10-13","9","H"
"10-18","7","H"
"10-23","8","H"
"10-28","7","H"
"11-02","9","H"
"11-07","8","H"
"11-12","8","H"
"11-17","9","H"
"11-22","8","H"
"11-27","9","H"
"12-02","9","H"
