"StartDate","Count","Class"
"01-01","3","L"
"01-06","3","L"
"01-11","5","M"
"01-16","5","M"
"01-21","4","M"
"01-26","2","L"
"01-31","3","L"
"02-05","1","L"
"02-10","3","L"
"02-15","1","L"
"02-20","1","L"
"02-25","2","L"
"03-02","2","L"
"03-07","2","L"
"03-12","2","L"
"03-17","2","L"
"03-22","5","M"
"03-27","3","L"
"04-01","3","L"
"04-06","2","L"
"04-11","3","L"
"04-16","2","L"
"04-21","2","L"
"04-26","3","L"
"05-01","3","L"
"05-06","3","L"
"05-11","6","M"
"05-16","5","M"
"05-21","3","L"
"05-26","4","M"
"05-31","4","M"
"06-05","6","M"
"06-10","6","M"
"06-15","6","M"
"06-20","5","M"
"06-25","4","M"
"06-30","4","M"
"07-05","3","L"
"07-10","2","L"
"07-15","2","L"
"07-20","1","L"
"07-25","1","L"
"07-30","0","L"
"08-04","1","L"
"08-09","4","M"
"08-14","4","M"
"08-19","4","M"
"08-24","2","L"
"08-29","4","M"
"09-03","4","M"
"09-08","4","M"
"09-13","3","L"
"09-18","1","L"
"09-23","1","L"
"09-28","2","L"
"10-03","2","L"
"10-08","4","M"
"10-13","1","L"
"10-18","1","L"
"10-23","1","L"
"10-28","1","L"
"11-02","2","L"
"11-07","0","L"
"11-12","1","L"
"11-17","0","L"
"11-22","0","L"
"11-27","1","L"
"12-02","2","L"
