"StartDate","Count","Class"
"01-01","2","L"
"01-06","4","M"
"01-11","4","M"
"01-16","2","L"
"01-21","6","M"
"01-26","4","M"
"01-31","4","M"
"02-05","6","M"
"02-10","6","M"
"02-15","6","M"
"02-20","7","H"
"02-25","5","M"
"03-02","6","M"
"03-07","5","M"
"03-12","4","M"
"03-17","6","M"
"03-22","8","H"
"03-27","6","M"
"04-01","7","H"
"04-06","6","M"
"04-11","4","M"
"04-16","4","M"
"04-21","6","M"
"04-26","5","M"
"05-01","5","M"
"05-06","5","M"
"05-11","4","M"
"05-16","5","M"
"05-21","6","M"
"05-26","4","M"
"05-31","2","L"
"06-05","0","L"
"06-10","0","L"
"06-15","2","L"
"06-20","4","M"
"06-25","3","L"
"06-30","2","L"
"07-05","3","L"
"07-10","2","L"
"07-15","1","L"
"07-20","2","L"
"07-25","1","L"
"07-30","1","L"
"08-04","1","L"
"08-09","1","L"
"08-14","4","M"
"08-19","4","M"
"08-24","5","M"
"08-29","6","M"
"09-03","5","M"
"09-08","5","M"
"09-13","4","M"
"09-18","4","M"
"09-23","3","L"
"09-28","6","M"
"10-03","6","M"
"10-08","6","M"
"10-13","7","H"
"10-18","3","L"
"10-23","3","L"
"10-28","2","L"
"11-02","2","L"
"11-07","1","L"
"11-12","2","L"
"11-17","3","L"
"11-22","3","L"
"11-27","3","L"
"12-02","4","M"
