"StartDate","Count","Class"
"01-01","9","H"
"01-06","10","H"
"01-11","8","H"
"01-16","8","H"
"01-21","9","H"
"01-26","10","H"
"01-31","10","H"
"02-05","10","H"
"02-10","10","H"
"02-15","10","H"
"02-20","10","H"
"02-25","10","H"
"03-02","10","H"
"03-07","10","H"
"03-12","8","H"
"03-17","8","H"
"03-22","7","H"
"03-27","8","H"
"04-01","8","H"
"04-06","8","H"
"04-11","8","H"
"04-16","9","H"
"04-21","8","H"
"04-26","8","H"
"05-01","6","M"
"05-06","3","L"
"05-11","4","M"
"05-16","4","M"
"05-21","5","M"
"05-26","5","M"
"05-31","3","L"
"06-05","1","L"
"06-10","3","L"
"06-15","2","L"
"06-20","3","L"
"06-25","1","L"
"06-30","4","M"
"07-05","6","M"
"07-10","5","M"
"07-15","4","M"
"07-20","6","M"
"07-25","7","H"
"07-30","4","M"
"08-04","4","M"
"08-09","6","M"
"08-14","5","M"
"08-19","6","M"
"08-24","4","M"
"08-29","5","M"
"09-03","6","M"
"09-08","6","M"
"09-13","7","H"
"09-18","8","H"
"09-23","10","H"
"09-28","10","H"
"10-03","10","H"
"10-08","10","H"
"10-13","9","H"
"10-18","8","H"
"10-23","8","H"
"10-28","9","H"
"11-02","9","H"
"11-07","8","H"
"11-12","8","H"
"11-17","9","H"
"11-22","9","H"
"11-27","9","H"
"12-02","8","H"
