"StartDate","Count","Class"
"01-01","1","L"
"01-06","3","L"
"01-11","2","L"
"01-16","2","L"
"01-21","2","L"
"01-26","3","L"
"01-31","2","L"
"02-05","2","L"
"02-10","3","L"
"02-15","5","M"
"02-20","4","M"
"02-25","3","L"
"03-02","2","L"
"03-07","4","M"
"03-12","3","L"
"03-17","5","M"
"03-22","6","M"
"03-27","7","H"
"04-01","7","H"
"04-06","7","H"
"04-11","7","H"
"04-16","8","H"
"04-21","7","H"
"04-26","7","H"
"05-01","7","H"
"05-06","7","H"
"05-11","7","H"
"05-16","6","M"
"05-21","6","M"
"05-26","4","M"
"05-31","4","M"
"06-05","3","L"
"06-10","4","M"
"06-15","3","L"
"06-20","3","L"
"06-25","3","L"
"06-30","1","L"
"07-05","2","L"
"07-10","3","L"
"07-15","2","L"
"07-20","1","L"
"07-25","2","L"
"07-30","4","M"
"08-04","6","M"
"08-09","4","M"
"08-14","4","M"
"08-19","4","M"
"08-24","1","L"
"08-29","2","L"
"09-03","4","M"
"09-08","5","M"
"09-13","5","M"
"09-18","5","M"
"09-23","7","H"
"09-28","6","M"
"10-03","4","M"
"10-08","5","M"
"10-13","4","M"
"10-18","3","L"
"10-23","1","L"
"10-28","1","L"
"11-02","2","L"
"11-07","1","L"
"11-12","2","L"
"11-17","1","L"
"11-22","1","L"
"11-27","0","L"
"12-02","0","L"
