"StartDate","Count","Class"
"01-01","3","L"
"01-06","5","M"
"01-11","5","M"
"01-16","7","H"
"01-21","4","M"
"01-26","8","H"
"01-31","4","M"
"02-05","3","L"
"02-10","3","L"
"02-15","4","M"
"02-20","3","L"
"02-25","3","L"
"03-02","4","M"
"03-07","4","M"
"03-12","4","M"
"03-17","4","M"
"03-22","3","L"
"03-27","2","L"
"04-01","3","L"
"04-06","3","L"
"04-11","1","L"
"04-16","1","L"
"04-21","2","L"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","2","L"
"05-16","1","L"
"05-21","0","L"
"05-26","1","L"
"05-31","1","L"
"06-05","1","L"
"06-10","1","L"
"06-15","2","L"
"06-20","2","L"
"06-25","1","L"
"06-30","1","L"
"07-05","0","L"
"07-10","0","L"
"07-15","1","L"
"07-20","1","L"
"07-25","1","L"
"07-30","1","L"
"08-04","2","L"
"08-09","2","L"
"08-14","1","L"
"08-19","1","L"
"08-24","1","L"
"08-29","3","L"
"09-03","5","M"
"09-08","4","M"
"09-13","5","M"
"09-18","5","M"
"09-23","3","L"
"09-28","4","M"
"10-03","6","M"
"10-08","5","M"
"10-13","5","M"
"10-18","8","H"
"10-23","4","M"
"10-28","5","M"
"11-02","7","H"
"11-07","7","H"
"11-12","8","H"
"11-17","9","H"
"11-22","9","H"
"11-27","8","H"
"12-02","5","M"
