"StartDate","Count","Class"
"01-01","5","M"
"01-06","6","M"
"01-11","6","M"
"01-16","6","M"
"01-21","8","H"
"01-26","6","M"
"01-31","8","H"
"02-05","8","H"
"02-10","8","H"
"02-15","8","H"
"02-20","8","H"
"02-25","7","H"
"03-02","8","H"
"03-07","8","H"
"03-12","7","H"
"03-17","6","M"
"03-22","7","H"
"03-27","6","M"
"04-01","3","L"
"04-06","2","L"
"04-11","2","L"
"04-16","1","L"
"04-21","2","L"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","3","L"
"05-16","3","L"
"05-21","2","L"
"05-26","1","L"
"05-31","0","L"
"06-05","0","L"
"06-10","1","L"
"06-15","0","L"
"06-20","1","L"
"06-25","2","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","2","L"
"07-20","0","L"
"07-25","2","L"
"07-30","0","L"
"08-04","0","L"
"08-09","0","L"
"08-14","0","L"
"08-19","0","L"
"08-24","0","L"
"08-29","3","L"
"09-03","3","L"
"09-08","4","M"
"09-13","3","L"
"09-18","2","L"
"09-23","1","L"
"09-28","5","M"
"10-03","6","M"
"10-08","4","M"
"10-13","6","M"
"10-18","6","M"
"10-23","7","H"
"10-28","8","H"
"11-02","7","H"
"11-07","9","H"
"11-12","9","H"
"11-17","6","M"
"11-22","6","M"
"11-27","8","H"
"12-02","7","H"
