"StartDate","Count","Class"
"01-01","4","M"
"01-06","6","M"
"01-11","6","M"
"01-16","6","M"
"01-21","7","H"
"01-26","7","H"
"01-31","6","M"
"02-05","6","M"
"02-10","7","H"
"02-15","6","M"
"02-20","7","H"
"02-25","9","H"
"03-02","9","H"
"03-07","8","H"
"03-12","8","H"
"03-17","7","H"
"03-22","6","M"
"03-27","7","H"
"04-01","7","H"
"04-06","7","H"
"04-11","8","H"
"04-16","7","H"
"04-21","4","M"
"04-26","3","L"
"05-01","2","L"
"05-06","3","L"
"05-11","3","L"
"05-16","4","M"
"05-21","3","L"
"05-26","5","M"
"05-31","4","M"
"06-05","4","M"
"06-10","6","M"
"06-15","5","M"
"06-20","2","L"
"06-25","3","L"
"06-30","2","L"
"07-05","2","L"
"07-10","2","L"
"07-15","2","L"
"07-20","2","L"
"07-25","3","L"
"07-30","4","M"
"08-04","6","M"
"08-09","6","M"
"08-14","5","M"
"08-19","4","M"
"08-24","6","M"
"08-29","3","L"
"09-03","5","M"
"09-08","6","M"
"09-13","7","H"
"09-18","8","H"
"09-23","5","M"
"09-28","8","H"
"10-03","7","H"
"10-08","5","M"
"10-13","6","M"
"10-18","7","H"
"10-23","6","M"
"10-28","7","H"
"11-02","7","H"
"11-07","9","H"
"11-12","7","H"
"11-17","7","H"
"11-22","6","M"
"11-27","4","M"
"12-02","3","L"
